family_id,score,review_required,reasons
family_000498,0,false,
family_000499,0,false,
family_000500,0,false,
family_000501,0,false,
family_000502,0,false,
family_000503,0,false,
family_000504,0,false,
family_000505,0,false,
family_000506,0,false,
family_000507,0,false,
family_000508,0,false,
family_000509,0,false,
family_000510,0,false,
family_000511,0,false,
family_000512,0,false,
family_000513,0,false,
family_000514,0,false,
family_000515,0,false,
family_000516,0,false,
family_000517,0,false,
family_000518,0,false,
family_000519,90,true,одна карта связана минимум с четырьмя семьями; доля возвратов не ниже 50%; повторяющиеся уценённые SKU в коротком окне
family_000520,0,false,
family_000521,0,false,
family_000522,0,false,
family_000523,0,false,
family_000524,0,false,
family_000525,0,false,
family_000526,0,false,
family_000527,0,false,
family_000528,0,false,
family_000529,0,false,
family_000530,0,false,
family_000531,0,false,
family_000532,0,false,
family_000533,0,false,
family_000534,0,false,
family_000535,0,false,
family_000536,0,false,
family_000537,0,false,
family_000538,0,false,
family_000539,0,false,
family_000540,0,false,
family_000541,0,false,
family_000542,0,false,
family_000543,0,false,
family_000544,0,false,
family_000545,0,false,
family_000546,0,false,
family_000547,0,false,
family_000548,0,false,
family_000549,0,false,
family_000550,0,false,
family_000551,0,false,
family_000552,0,false,
family_000553,0,false,
family_000554,0,false,
family_000555,0,false,
family_000556,0,false,
family_000557,0,false,
family_000558,0,false,
family_000559,0,false,
family_000560,0,false,
family_000561,0,false,
family_000562,0,false,
family_000563,0,false,
family_000564,0,false,
family_000565,0,false,
family_000566,0,false,
family_000567,0,false,
family_000568,0,false,
family_000569,0,false,
family_000570,0,false,
family_000571,0,false,
family_000572,0,false,
family_000573,0,false,
family_000574,0,false,
family_000575,0,false,
family_000576,0,false,
family_000577,0,false,
family_000578,0,false,
family_000579,0,false,
family_000580,0,false,
family_000581,0,false,
family_000582,0,false,
family_000583,0,false,
family_000584,0,false,
family_000585,0,false,
family_000586,0,false,
family_000587,0,false,
family_000588,0,false,
family_000589,0,false,
family_000590,0,false,
family_000591,0,false,
family_000592,0,false,
family_000593,0,false,
family_000594,0,false,
family_000595,0,false,
family_000596,0,false,
family_000597,0,false,
family_000598,0,false,
family_000599,0,false,
family_000600,0,false,
family_000601,0,false,
family_000602,0,false,
family_000603,0,false,
family_000604,0,false,
family_000605,0,false,
family_000606,0,false,
family_000607,0,false,
family_000608,0,false,
family_000609,0,false,
family_000610,0,false,
family_000611,0,false,
family_000612,0,false,
family_000613,0,false,
family_000614,0,false,
family_000615,0,false,
family_000616,0,false,
family_000617,0,false,
family_000618,0,false,
family_000619,0,false,
family_000620,0,false,
family_000621,0,false,
family_000622,0,false,
family_000623,0,false,
family_000624,0,false,
family_000625,0,false,
family_000626,0,false,
family_000627,0,false,
family_000628,0,false,
family_000629,0,false,
family_000630,0,false,
family_000631,0,false,
family_000632,0,false,
family_000633,0,false,
family_000634,0,false,
family_000635,0,false,
family_000636,0,false,
family_000637,0,false,
family_000638,0,false,
family_000639,0,false,
family_000640,0,false,
family_000641,0,false,
family_000642,0,false,
family_000643,0,false,
family_000644,0,false,
family_000645,0,false,
family_000646,0,false,
family_000647,0,false,
family_000648,0,false,
family_000649,0,false,
family_000650,0,false,
family_000651,0,false,
family_000652,0,false,
family_000653,0,false,
family_000654,0,false,
family_000655,0,false,
family_000656,0,false,
family_000657,0,false,
family_000658,0,false,
family_000659,0,false,
family_000660,0,false,
family_000661,0,false,
family_000662,0,false,
family_000663,0,false,
family_000664,0,false,
family_000665,0,false,
family_000666,0,false,
family_000667,0,false,
family_000668,0,false,
family_000669,0,false,
family_000670,0,false,
family_000671,0,false,
family_000672,0,false,
family_000673,0,false,
family_000674,0,false,
family_000675,0,false,
family_000676,0,false,
family_000677,0,false,
family_000678,0,false,
family_000679,0,false,
family_000680,0,false,
family_000681,0,false,
family_000682,0,false,
family_000683,0,false,
family_000684,0,false,
family_000685,0,false,
family_000686,0,false,
family_000687,0,false,
family_000688,0,false,
family_000689,0,false,
family_000690,0,false,
family_000691,0,false,
family_000692,90,true,одна карта связана минимум с четырьмя семьями; доля возвратов не ниже 50%; повторяющиеся уценённые SKU в коротком окне
family_000693,0,false,
family_000694,0,false,
family_000695,0,false,
family_000696,0,false,
family_000697,0,false,
family_000698,0,false,
family_000699,0,false,
family_000700,0,false,
family_000701,0,false,
family_000702,0,false,
family_000703,0,false,
family_000704,0,false,
family_000705,0,false,
family_000706,0,false,
family_000707,0,false,
family_000708,0,false,
family_000709,0,false,
family_000710,0,false,
family_000711,0,false,
family_000712,0,false,
family_000713,0,false,
family_000714,0,false,
family_000715,0,false,
family_000716,0,false,
family_000717,0,false,
family_000718,0,false,
family_000719,0,false,
family_000720,0,false,
family_000721,0,false,
family_000722,0,false,
family_000723,0,false,
family_000724,0,false,
family_000725,0,false,
family_000726,0,false,
family_000727,0,false,
family_000728,0,false,
family_000729,0,false,
family_000730,0,false,
family_000731,0,false,
family_000732,0,false,
family_000733,0,false,
family_000734,0,false,
family_000735,0,false,
family_000736,0,false,
family_000737,0,false,
family_000738,0,false,
family_000739,0,false,
family_000740,0,false,
family_000741,0,false,
family_000742,0,false,
family_000743,0,false,
family_000744,0,false,
family_000745,0,false,
family_000746,0,false,
family_000747,0,false,
family_000748,0,false,
family_000749,0,false,
family_000750,0,false,
family_000751,0,false,
family_000752,0,false,
family_000753,0,false,
family_000754,0,false,
family_000755,0,false,
family_000756,0,false,
family_000757,0,false,
family_000758,0,false,
family_000759,0,false,
family_000760,0,false,
family_000761,0,false,
family_000762,0,false,
family_000763,0,false,
family_000764,0,false,
family_000765,0,false,
family_000766,0,false,
family_000767,0,false,
family_000768,0,false,
family_000769,0,false,
family_000770,0,false,
family_000771,0,false,
family_000772,0,false,
family_000773,0,false,
family_000774,0,false,
family_000775,0,false,
family_000776,0,false,
family_000777,0,false,
family_000778,0,false,
family_000779,0,false,
family_000780,0,false,
family_000781,0,false,
family_000782,0,false,
family_000783,0,false,
family_000784,0,false,
family_000785,0,false,
family_000786,0,false,
family_000787,0,false,
family_000788,0,false,
family_000789,0,false,
family_000790,0,false,
family_000791,0,false,
family_000792,0,false,
family_000793,0,false,
family_000794,0,false,
family_000795,0,false,
family_000796,0,false,
family_000797,0,false,
family_000798,0,false,
family_000799,0,false,
family_000800,0,false,
family_000801,0,false,
family_000802,0,false,
family_000803,0,false,
family_000804,0,false,
family_000805,0,false,
family_000806,0,false,
family_000807,0,false,
family_000808,0,false,
family_000809,0,false,
family_000810,0,false,
family_000811,0,false,
family_000812,0,false,
family_000813,0,false,
family_000814,0,false,
family_000815,0,false,
family_000816,0,false,
family_000817,0,false,
family_000818,0,false,
family_000819,0,false,
family_000820,0,false,
family_000821,0,false,
family_000822,0,false,
family_000823,0,false,
family_000824,0,false,
family_000825,0,false,
family_000826,0,false,
family_000827,0,false,
family_000828,0,false,
family_000829,0,false,
family_000830,0,false,
family_000831,0,false,
family_000832,0,false,
family_000833,0,false,
family_000834,0,false,
family_000835,0,false,
family_000836,0,false,
family_000837,0,false,
family_000838,0,false,
family_000839,0,false,
family_000840,0,false,
family_000841,0,false,
family_000842,0,false,
family_000843,0,false,
family_000844,0,false,
family_000845,0,false,
family_000846,0,false,
family_000847,0,false,
family_000848,0,false,
family_000849,0,false,
family_000850,0,false,
family_000851,0,false,
family_000852,0,false,
family_000853,0,false,
family_000854,0,false,
family_000855,0,false,
family_000856,0,false,
family_000857,0,false,
family_000858,0,false,
family_000859,0,false,
family_000860,0,false,
family_000861,0,false,
family_000862,0,false,
family_000863,0,false,
family_000864,0,false,
family_000865,90,true,одна карта связана минимум с четырьмя семьями; доля возвратов не ниже 50%; повторяющиеся уценённые SKU в коротком окне
family_000866,0,false,
family_000867,0,false,
family_000868,0,false,
family_000869,0,false,
family_000870,0,false,
family_000871,0,false,
family_000872,0,false,
family_000873,0,false,
family_000874,0,false,
family_000875,0,false,
family_000876,0,false,
family_000877,0,false,
family_000878,0,false,
family_000879,0,false,
family_000880,0,false,
family_000881,0,false,
family_000882,0,false,
family_000883,0,false,
family_000884,0,false,
family_000885,0,false,
family_000886,0,false,
family_000887,0,false,
family_000888,0,false,
family_000889,0,false,
family_000890,0,false,
family_000891,0,false,
family_000892,0,false,
family_000893,0,false,
family_000894,0,false,
family_000895,0,false,
family_000896,0,false,
family_000897,0,false,
family_000898,0,false,
family_000899,0,false,
family_000900,0,false,
family_000901,0,false,
family_000902,0,false,
family_000903,0,false,
family_000904,0,false,
family_000905,0,false,
family_000906,0,false,
family_000907,0,false,
family_000908,0,false,
family_000909,0,false,
family_000910,0,false,
family_000911,0,false,
family_000912,0,false,
family_000913,0,false,
family_000914,0,false,
family_000915,0,false,
family_000916,0,false,
family_000917,0,false,
family_000918,0,false,
family_000919,0,false,
family_000920,0,false,
family_000921,0,false,
family_000922,0,false,
family_000923,0,false,
family_000924,0,false,
family_000925,0,false,
family_000926,0,false,
family_000927,0,false,
family_000928,0,false,
family_000929,0,false,
family_000930,0,false,
family_000931,0,false,
family_000932,0,false,
family_000933,0,false,
family_000934,0,false,
family_000935,0,false,
family_000936,0,false,
family_000937,0,false,
family_000938,0,false,
family_000939,0,false,
family_000940,0,false,
family_000941,0,false,
family_000942,0,false,
family_000943,0,false,
family_000944,0,false,
family_000945,0,false,
family_000946,0,false,
family_000947,0,false,
family_000948,0,false,
family_000949,0,false,
family_000950,0,false,
family_000951,0,false,
family_000952,0,false,
family_000953,0,false,
family_000954,0,false,
family_000955,0,false,
family_000956,0,false,
family_000957,0,false,
family_000958,0,false,
family_000959,0,false,
family_000960,0,false,
family_000961,0,false,
family_000962,0,false,
family_000963,0,false,
family_000964,0,false,
family_000965,0,false,
family_000966,0,false,
family_000967,0,false,
family_000968,0,false,
family_000969,0,false,
family_000970,0,false,
family_000971,0,false,
family_000972,0,false,
family_000973,0,false,
family_000974,0,false,
family_000975,0,false,
family_000976,0,false,
family_000977,0,false,
family_000978,0,false,
family_000979,0,false,
family_000980,0,false,
family_000981,0,false,
family_000982,0,false,
family_000983,0,false,
family_000984,0,false,
family_000985,0,false,
family_000986,0,false,
family_000987,0,false,
family_000988,0,false,
family_000989,0,false,
family_000990,0,false,
family_000991,0,false,
family_000992,0,false,
family_000993,0,false,
family_000994,0,false,
family_000995,0,false,
family_000996,0,false,
family_000997,0,false,
family_000998,0,false,
family_000999,0,false,
family_001000,0,false,
family_001001,0,false,
family_001002,0,false,
family_001003,0,false,
family_001004,0,false,
family_001005,0,false,
family_001006,0,false,
family_001007,0,false,
family_001008,0,false,
family_001009,0,false,
family_001010,0,false,
family_001011,0,false,
family_001012,0,false,
family_001013,0,false,
family_001014,0,false,
family_001015,0,false,
family_001016,0,false,
family_001017,0,false,
family_001018,0,false,
family_001019,0,false,
family_001020,0,false,
family_001021,0,false,
family_001022,0,false,
family_001023,0,false,
family_001024,0,false,
family_001025,0,false,
family_001026,0,false,
family_001027,0,false,
family_001028,0,false,
family_001029,0,false,
family_001030,0,false,
family_001031,0,false,
family_001032,0,false,
family_001033,0,false,
family_001034,0,false,
family_001035,0,false,
family_001036,0,false,
family_001037,0,false,
family_001038,90,true,одна карта связана минимум с четырьмя семьями; доля возвратов не ниже 50%; повторяющиеся уценённые SKU в коротком окне
family_001039,0,false,
family_001040,0,false,
family_001041,0,false,
family_001042,0,false,
family_001043,0,false,
family_001044,0,false,
family_001045,0,false,
family_001046,0,false,
family_001047,0,false,
family_001048,0,false,
family_001049,0,false,
family_001050,0,false,
family_001051,0,false,
family_001052,0,false,
family_001053,0,false,
family_001054,0,false,
family_001055,0,false,
family_001056,0,false,
family_001057,0,false,
family_001058,0,false,
family_001059,0,false,
family_001060,0,false,
family_001061,0,false,
family_001062,0,false,
family_001063,0,false,
family_001064,0,false,
family_001065,0,false,
family_001066,0,false,
family_001067,0,false,
family_001068,0,false,
family_001069,0,false,
family_001070,0,false,
family_001071,0,false,
family_001072,0,false,
family_001073,0,false,
family_001074,0,false,
family_001075,0,false,
family_001076,0,false,
family_001077,0,false,
family_001078,0,false,
family_001079,0,false,
family_001080,0,false,
family_001081,0,false,
family_001082,0,false,
family_001083,0,false,
family_001084,0,false,
family_001085,0,false,
family_001086,0,false,
family_001087,0,false,
family_001088,0,false,
family_001089,0,false,
family_001090,0,false,
family_001091,0,false,
family_001092,0,false,
family_001093,0,false,
family_001094,0,false,
family_001095,0,false,
family_001096,0,false,
family_001097,0,false,
family_001098,0,false,
family_001099,0,false,
family_001100,0,false,
family_001101,0,false,
family_001102,0,false,
family_001103,0,false,
family_001104,0,false,
family_001105,0,false,
family_001106,0,false,
family_001107,0,false,
family_001108,0,false,
family_001109,0,false,
family_001110,0,false,
family_001111,0,false,
family_001112,0,false,
family_001113,0,false,
family_001114,0,false,
family_001115,0,false,
family_001116,0,false,
family_001117,0,false,
family_001118,0,false,
family_001119,0,false,
family_001120,0,false,
family_001121,0,false,
family_001122,0,false,
family_001123,0,false,
family_001124,0,false,
family_001125,0,false,
family_001126,0,false,
family_001127,0,false,
family_001128,0,false,
family_001129,0,false,
family_001130,0,false,
family_001131,0,false,
family_001132,0,false,
family_001133,0,false,
family_001134,0,false,
family_001135,0,false,
family_001136,0,false,
family_001137,0,false,
family_001138,0,false,
family_001139,0,false,
family_001140,0,false,
family_001141,0,false,
family_001142,0,false,
family_001143,0,false,
family_001144,0,false,
family_001145,0,false,
family_001146,0,false,
family_001147,0,false,
family_001148,0,false,
family_001149,0,false,
family_001150,0,false,
family_001151,0,false,
family_001152,0,false,
family_001153,0,false,
family_001154,0,false,
family_001155,0,false,
family_001156,0,false,
family_001157,0,false,
family_001158,0,false,
family_001159,0,false,
family_001160,0,false,
family_001161,0,false,
family_001162,0,false,
family_001163,0,false,
family_001164,0,false,
family_001165,0,false,
family_001166,0,false,
family_001167,0,false,
family_001168,0,false,
family_001169,0,false,
family_001170,0,false,
family_001171,0,false,
family_001172,0,false,
family_001173,0,false,
family_001174,0,false,
family_001175,0,false,
family_001176,0,false,
family_001177,0,false,
family_001178,0,false,
family_001179,0,false,
family_001180,0,false,
family_001181,0,false,
family_001182,0,false,
family_001183,0,false,
family_001184,0,false,
family_001185,0,false,
family_001186,0,false,
family_001187,0,false,
family_001188,0,false,
family_001189,0,false,
family_001190,0,false,
family_001191,0,false,
family_001192,0,false,
family_001193,0,false,
family_001194,0,false,
family_001195,0,false,
family_001196,0,false,
family_001197,0,false,
family_001198,0,false,
family_001199,0,false,
family_001200,0,false,
family_001201,0,false,
family_001202,0,false,
family_001203,0,false,
family_001204,0,false,
family_001205,0,false,
family_001206,0,false,
family_001207,0,false,
family_001208,0,false,
family_001209,0,false,
family_001210,0,false,
family_001211,90,true,одна карта связана минимум с четырьмя семьями; доля возвратов не ниже 50%; повторяющиеся уценённые SKU в коротком окне
family_001212,0,false,
family_001213,0,false,
family_001214,0,false,
family_001215,0,false,
family_001216,0,false,
family_001217,0,false,
family_001218,0,false,
family_001219,0,false,
family_001220,0,false,
family_001221,0,false,
family_001222,0,false,
family_001223,0,false,
family_001224,0,false,
family_001225,0,false,
family_001226,0,false,
family_001227,0,false,
family_001228,0,false,
family_001229,0,false,
family_001230,0,false,
family_001231,0,false,
family_001232,0,false,
family_001233,0,false,
family_001234,0,false,
family_001235,0,false,
family_001236,0,false,
family_001237,0,false,
family_001238,0,false,
family_001239,0,false,
family_001240,0,false,
family_001241,0,false,
family_001242,0,false,
family_001243,0,false,
family_001244,0,false,
family_001245,0,false,
family_001246,0,false,
family_001247,0,false,
family_001248,0,false,
family_001249,0,false,
family_001250,0,false,
family_001251,0,false,
family_001252,0,false,
family_001253,0,false,
family_001254,0,false,
family_001255,0,false,
family_001256,0,false,
family_001257,0,false,
family_001258,0,false,
family_001259,0,false,
family_001260,0,false,
family_001261,0,false,
family_001262,0,false,
family_001263,0,false,
family_001264,0,false,
family_001265,0,false,
family_001266,0,false,
family_001267,0,false,
family_001268,0,false,
family_001269,0,false,
family_001270,0,false,
family_001271,0,false,
family_001272,0,false,
family_001273,0,false,
family_001274,0,false,
family_001275,0,false,
family_001276,0,false,
family_001277,0,false,
family_001278,0,false,
family_001279,0,false,
family_001280,0,false,
family_001281,0,false,
family_001282,0,false,
family_001283,0,false,
family_001284,0,false,
family_001285,0,false,
family_001286,0,false,
family_001287,0,false,
family_001288,0,false,
family_001289,0,false,
family_001290,0,false,
family_001291,0,false,
family_001292,0,false,
family_001293,0,false,
family_001294,0,false,
family_001295,0,false,
family_001296,0,false,
family_001297,0,false,
family_001298,0,false,
family_001299,0,false,
family_001300,0,false,
family_001301,0,false,
family_001302,0,false,
family_001303,0,false,
family_001304,0,false,
family_001305,0,false,
family_001306,0,false,
family_001307,0,false,
family_001308,0,false,
family_001309,0,false,
family_001310,0,false,
family_001311,0,false,
family_001312,0,false,
family_001313,0,false,
family_001314,0,false,
family_001315,0,false,
family_001316,0,false,
family_001317,0,false,
family_001318,0,false,
family_001319,0,false,
family_001320,0,false,
family_001321,0,false,
family_001322,0,false,
family_001323,0,false,
family_001324,0,false,
family_001325,0,false,
family_001326,0,false,
family_001327,0,false,
family_001328,0,false,
family_001329,0,false,
family_001330,0,false,
family_001331,0,false,
family_001332,0,false,
family_001333,0,false,
family_001334,0,false,
family_001335,0,false,
family_001336,0,false,
family_001337,0,false,
family_001338,0,false,
family_001339,0,false,
family_001340,0,false,
family_001341,0,false,
family_001342,0,false,
family_001343,0,false,
family_001344,0,false,
family_001345,0,false,
family_001346,0,false,
family_001347,0,false,
family_001348,0,false,
family_001349,0,false,
family_001350,0,false,
family_001351,0,false,
family_001352,0,false,
family_001353,0,false,
family_001354,0,false,
family_001355,0,false,
family_001356,0,false,
family_001357,0,false,
family_001358,0,false,
