receipt_id,family_id,user_id,week,network_home,check_total_rub,savings_rub,items_count
r_00000540,family_000025,u_000025,2026-W27,ТС5,711.90,21.36,9
r_00000541,family_000025,u_000025,2026-W28,ТС5,604.63,29.21,10
r_00000542,family_000025,u_000025,2026-W28,ТС5,798.18,14.41,11
r_00000543,family_000025,u_000025,2026-W29,ТС5,590.67,22.53,6
r_00000544,family_000025,u_000025,2026-W29,ТС5,558.82,9.26,8
r_00000545,family_000025,u_000025,2026-W30,ТС5,557.77,66.85,5
r_00000546,family_000025,u_000025,2026-W31,ТС5,781.50,25.63,11
r_00000547,family_000025,u_000025,2026-W31,ТС5,779.11,30.25,8
r_00000548,family_000025,u_000025,2026-W32,ТС5,643.53,30.13,5
r_00000549,family_000025,u_000025,2026-W33,ТС5,749.77,50.76,9
r_00000550,family_000025,u_000025,2026-W33,ТС5,643.76,71.66,8
r_00000551,family_000025,u_000025,2026-W34,ТС5,778.66,7.79,9
r_00000552,family_000025,u_000025,2026-W34,ТС5,640.57,11.91,7
r_00000553,family_000025,u_000025,2026-W35,ТС5,623.96,39.38,6
r_00000554,family_000025,u_000025,2026-W35,ТС5,657.08,33.39,8
r_00000555,family_000025,u_000025,2026-W36,ТС5,757.91,39.34,5
r_00000599,family_000027,u_000027,2026-W25,ТСЧ,674.40,55.57,5
r_00000600,family_000027,u_000027,2026-W26,ТСЧ,823.16,0.00,6
r_00000601,family_000027,u_000027,2026-W26,ТСЧ,1000.36,59.06,5
r_00000602,family_000027,u_000027,2026-W27,ТСЧ,931.37,86.65,8
r_00000603,family_000027,u_000027,2026-W27,ТСЧ,661.01,61.14,10
r_00000604,family_000027,u_000027,2026-W28,ТСЧ,559.32,111.56,8
r_00000605,family_000027,u_000027,2026-W28,ТСЧ,642.05,123.89,6
r_00000606,family_000027,u_000027,2026-W29,ТСЧ,772.62,151.99,10
r_00000607,family_000027,u_000027,2026-W30,ТСЧ,981.98,100.24,9
r_00000608,family_000027,u_000027,2026-W30,ТСЧ,923.13,141.64,5
r_00000609,family_000027,u_000027,2026-W31,ТСЧ,665.84,68.41,8
r_00000610,family_000027,u_000027,2026-W31,ТСЧ,801.69,116.15,9
r_00000611,family_000027,u_000027,2026-W32,ТСЧ,743.93,125.84,11
r_00000612,family_000027,u_000027,2026-W32,ТСЧ,690.53,52.96,7
r_00000613,family_000027,u_000027,2026-W33,ТСЧ,634.41,65.69,11
r_00000614,family_000027,u_000027,2026-W33,ТСЧ,914.92,94.08,10
r_00000615,family_000027,u_000027,2026-W34,ТСЧ,682.12,142.96,10
r_00000616,family_000027,u_000027,2026-W34,ТСЧ,1055.45,94.79,8
r_00000617,family_000027,u_000027,2026-W35,ТСЧ,658.57,79.28,9
r_00000618,family_000027,u_000027,2026-W35,ТСЧ,719.59,202.56,6
r_00000619,family_000027,u_000027,2026-W36,ТСЧ,745.14,77.71,11
r_00000629,family_000029,u_000029,2026-W25,ТС5,561.31,94.31,8
r_00000630,family_000029,u_000029,2026-W25,ТС5,677.53,129.60,10
r_00000631,family_000029,u_000029,2026-W26,ТС5,560.54,61.76,11
r_00000632,family_000029,u_000029,2026-W26,ТС5,641.18,93.82,11
r_00000633,family_000029,u_000029,2026-W27,ТС5,506.15,97.38,7
r_00000634,family_000029,u_000029,2026-W27,ТС5,653.56,44.82,11
r_00000635,family_000029,u_000029,2026-W27,ТС5,581.02,45.93,5
r_00000636,family_000029,u_000029,2026-W28,ТС5,653.09,43.37,7
r_00000637,family_000029,u_000029,2026-W28,ТС5,539.03,63.70,5
r_00000638,family_000029,u_000029,2026-W29,ТС5,635.01,33.32,5
r_00000639,family_000029,u_000029,2026-W29,ТС5,599.06,98.78,11
r_00000640,family_000029,u_000029,2026-W30,ТС5,592.81,57.63,6
r_00000641,family_000029,u_000029,2026-W30,ТС5,566.06,88.58,6
r_00000642,family_000029,u_000029,2026-W30,ТС5,430.20,11.37,6
r_00000643,family_000029,u_000029,2026-W31,ТС5,538.44,202.46,5
r_00000644,family_000029,u_000029,2026-W31,ТС5,718.11,93.46,7
r_00000645,family_000029,u_000029,2026-W31,ТС5,535.04,69.67,9
r_00000646,family_000029,u_000029,2026-W32,ТС5,755.72,31.55,11
r_00000647,family_000029,u_000029,2026-W32,ТС5,746.60,21.46,7
r_00000648,family_000029,u_000029,2026-W33,ТС5,483.55,79.53,10
r_00000649,family_000029,u_000029,2026-W33,ТС5,655.89,80.02,10
r_00000650,family_000029,u_000029,2026-W34,ТС5,576.71,130.67,5
r_00000651,family_000029,u_000029,2026-W34,ТС5,777.60,77.75,7
r_00000652,family_000029,u_000029,2026-W34,ТС5,527.25,88.97,8
r_00000653,family_000029,u_000029,2026-W35,ТС5,678.63,13.37,5
r_00000654,family_000029,u_000029,2026-W35,ТС5,542.01,152.79,8
r_00000655,family_000029,u_000029,2026-W35,ТС5,507.58,43.05,5
r_00000656,family_000029,u_000029,2026-W36,ТС5,635.85,48.81,10
r_00000657,family_000029,u_000029,2026-W36,ТС5,573.73,90.90,11
r_00000658,family_000029,u_000029,2026-W36,ТС5,647.90,77.32,7
r_00000947,family_000049,u_000049,2026-W25,ТСЧ,706.81,62.84,11
r_00000948,family_000049,u_000049,2026-W25,ТСЧ,890.51,92.23,10
r_00000949,family_000049,u_000049,2026-W26,ТСЧ,915.80,117.30,7
r_00000950,family_000049,u_000049,2026-W26,ТСЧ,703.05,133.25,11
r_00000951,family_000049,u_000049,2026-W27,ТСЧ,834.55,108.94,9
r_00000952,family_000049,u_000049,2026-W27,ТСЧ,668.84,78.84,7
r_00000953,family_000049,u_000049,2026-W28,ТСЧ,936.98,63.76,6
r_00000954,family_000049,u_000049,2026-W28,ТСЧ,706.20,29.48,9
r_00000955,family_000049,u_000049,2026-W29,ТСЧ,793.19,68.83,8
r_00000956,family_000049,u_000049,2026-W29,ТСЧ,756.19,158.36,11
r_00000957,family_000049,u_000049,2026-W29,ТСЧ,728.00,59.51,7
r_00000958,family_000049,u_000049,2026-W30,ТСЧ,544.84,62.78,5
r_00000959,family_000049,u_000049,2026-W30,ТСЧ,1082.25,76.49,8
r_00000960,family_000049,u_000049,2026-W31,ТСЧ,926.62,77.09,5
r_00000961,family_000049,u_000049,2026-W31,ТСЧ,750.54,31.87,7
r_00000962,family_000049,u_000049,2026-W32,ТСЧ,656.43,59.51,7
r_00000963,family_000049,u_000049,2026-W32,ТСЧ,845.92,83.99,7
r_00000964,family_000049,u_000049,2026-W33,ТСЧ,434.05,39.93,6
r_00000965,family_000049,u_000049,2026-W33,ТСЧ,729.54,98.92,10
r_00000966,family_000049,u_000049,2026-W34,ТСЧ,833.99,189.29,8
r_00000967,family_000049,u_000049,2026-W34,ТСЧ,807.26,94.19,6
r_00000968,family_000049,u_000049,2026-W35,ТСЧ,608.95,144.20,6
r_00000969,family_000049,u_000049,2026-W35,ТСЧ,653.77,30.40,6
r_00000970,family_000049,u_000049,2026-W36,ТСЧ,939.18,103.40,7
r_00000971,family_000049,u_000049,2026-W36,ТСЧ,995.66,134.29,9
r_00001136,family_000057,u_000057,2026-W25,ТС5,591.86,32.89,11
r_00001137,family_000057,u_000057,2026-W25,ТС5,753.60,43.00,10
r_00001138,family_000057,u_000057,2026-W26,ТС5,600.21,30.34,7
r_00001139,family_000057,u_000057,2026-W26,ТС5,875.56,29.91,10
r_00001140,family_000057,u_000057,2026-W26,ТС5,889.96,45.33,5
r_00001141,family_000057,u_000057,2026-W26,ТС5,643.24,22.11,7
r_00001142,family_000057,u_000057,2026-W27,ТС5,745.44,81.31,5
r_00001143,family_000057,u_000057,2026-W27,ТС5,807.54,57.92,9
r_00001144,family_000057,u_000057,2026-W28,ТС5,565.07,16.02,5
r_00001145,family_000057,u_000057,2026-W28,ТС5,818.85,35.66,5
r_00001146,family_000057,u_000057,2026-W29,ТС5,626.78,58.60,10
r_00001147,family_000057,u_000057,2026-W29,ТС5,614.97,65.61,11
r_00001148,family_000057,u_000057,2026-W30,ТС5,788.25,59.04,6
r_00001149,family_000057,u_000057,2026-W30,ТС5,676.34,31.72,11
r_00001150,family_000057,u_000057,2026-W30,ТС5,706.62,6.30,10
r_00001151,family_000057,u_000057,2026-W31,ТС5,538.17,22.90,6
r_00001152,family_000057,u_000057,2026-W31,ТС5,662.28,12.16,9
r_00001153,family_000057,u_000057,2026-W31,ТС5,406.21,11.56,9
r_00001154,family_000057,u_000057,2026-W32,ТС5,662.45,48.44,10
r_00001155,family_000057,u_000057,2026-W32,ТС5,468.11,38.26,11
r_00001156,family_000057,u_000057,2026-W32,ТС5,697.48,0.00,9
r_00001157,family_000057,u_000057,2026-W33,ТС5,611.57,65.38,11
r_00001158,family_000057,u_000057,2026-W33,ТС5,861.32,68.02,11
r_00001159,family_000057,u_000057,2026-W33,ТС5,644.25,27.44,10
r_00001160,family_000057,u_000057,2026-W33,ТС5,809.10,63.51,6
r_00001161,family_000057,u_000057,2026-W34,ТС5,596.51,27.29,11
r_00001162,family_000057,u_000057,2026-W34,ТС5,540.66,0.00,7
r_00001163,family_000057,u_000057,2026-W35,ТС5,574.99,64.30,11
r_00001164,family_000057,u_000057,2026-W35,ТС5,538.23,0.00,6
r_00001165,family_000057,u_000057,2026-W36,ТС5,509.28,26.28,9
r_00001166,family_000057,u_000057,2026-W36,ТС5,529.31,20.52,9
r_00001167,family_000058,u_000058,2026-W25,ТС5,621.79,20.18,5
r_00001168,family_000058,u_000058,2026-W25,ТС5,454.89,37.47,10
r_00001169,family_000058,u_000058,2026-W25,ТС5,738.71,17.73,7
r_00001170,family_000058,u_000058,2026-W26,ТС5,882.46,35.37,6
r_00001171,family_000058,u_000058,2026-W26,ТС5,644.71,22.69,6
r_00001172,family_000058,u_000058,2026-W27,ТС5,654.69,48.37,8
r_00001173,family_000058,u_000058,2026-W27,ТС5,795.99,21.96,5
r_00001174,family_000058,u_000058,2026-W27,ТС5,545.90,49.08,9
r_00001175,family_000058,u_000058,2026-W28,ТС5,795.86,67.08,11
r_00001176,family_000058,u_000058,2026-W28,ТС5,684.82,52.71,6
r_00001177,family_000058,u_000058,2026-W29,ТС5,752.70,51.85,11
r_00001178,family_000058,u_000058,2026-W29,ТС5,627.72,54.52,11
r_00001179,family_000058,u_000058,2026-W30,ТС5,776.48,38.07,5
r_00001180,family_000058,u_000058,2026-W30,ТС5,550.11,47.27,8
r_00001181,family_000058,u_000058,2026-W31,ТС5,698.76,0.00,10
r_00001182,family_000058,u_000058,2026-W31,ТС5,816.73,31.55,10
r_00001183,family_000058,u_000058,2026-W32,ТС5,661.10,65.00,5
r_00001184,family_000058,u_000058,2026-W32,ТС5,649.51,39.62,6
r_00001185,family_000058,u_000058,2026-W33,ТС5,664.93,40.18,11
r_00001186,family_000058,u_000058,2026-W33,ТС5,747.18,18.48,11
r_00001187,family_000058,u_000058,2026-W34,ТС5,634.12,52.17,7
r_00001188,family_000058,u_000058,2026-W34,ТС5,587.97,49.45,5
r_00001189,family_000058,u_000058,2026-W35,ТС5,734.62,42.89,8
r_00001190,family_000058,u_000058,2026-W36,ТС5,458.10,13.85,6
r_00001191,family_000058,u_000058,2026-W36,ТС5,453.98,9.04,11
r_00001192,family_000059,u_000059,2026-W25,ТСХ,815.98,142.14,11
r_00001193,family_000059,u_000059,2026-W25,ТСХ,916.16,40.38,8
r_00001194,family_000059,u_000059,2026-W25,ТСХ,627.48,106.96,11
r_00001195,family_000059,u_000059,2026-W26,ТСХ,940.39,66.83,8
r_00001196,family_000059,u_000059,2026-W26,ТСХ,1007.20,109.18,11
r_00001197,family_000059,u_000059,2026-W26,ТСХ,1005.74,127.48,8
r_00001198,family_000059,u_000059,2026-W27,ТСХ,1313.13,36.25,7
r_00001199,family_000059,u_000059,2026-W27,ТСХ,934.52,104.45,11
r_00001200,family_000059,u_000059,2026-W27,ТСХ,1120.56,114.52,10
r_00001201,family_000059,u_000059,2026-W28,ТСХ,985.80,227.16,11
r_00001202,family_000059,u_000059,2026-W28,ТСХ,962.34,64.27,8
r_00001203,family_000059,u_000059,2026-W29,ТСХ,963.42,242.19,6
r_00001204,family_000059,u_000059,2026-W29,ТСХ,888.25,75.55,10
r_00001205,family_000059,u_000059,2026-W29,ТСХ,866.52,172.73,9
r_00001206,family_000059,u_000059,2026-W30,ТСХ,1239.53,80.87,9
r_00001207,family_000059,u_000059,2026-W30,ТСХ,1163.30,110.99,6
r_00001208,family_000059,u_000059,2026-W30,ТСХ,1172.71,95.42,9
r_00001209,family_000059,u_000059,2026-W31,ТСХ,1025.35,79.09,11
r_00001210,family_000059,u_000059,2026-W31,ТСХ,917.78,133.12,10
r_00001211,family_000059,u_000059,2026-W31,ТСХ,736.93,51.85,10
r_00001212,family_000059,u_000059,2026-W32,ТСХ,1015.37,194.15,9
r_00001213,family_000059,u_000059,2026-W32,ТСХ,929.15,48.32,5
r_00001214,family_000059,u_000059,2026-W32,ТСХ,903.86,177.82,7
r_00001215,family_000059,u_000059,2026-W32,ТСХ,1145.87,250.12,10
r_00001216,family_000059,u_000059,2026-W33,ТСХ,937.21,94.15,6
r_00001217,family_000059,u_000059,2026-W33,ТСХ,963.61,69.10,11
r_00001218,family_000059,u_000059,2026-W33,ТСХ,821.52,117.03,6
r_00001219,family_000059,u_000059,2026-W34,ТСХ,1202.91,16.50,8
r_00001220,family_000059,u_000059,2026-W34,ТСХ,894.24,53.36,5
r_00001221,family_000059,u_000059,2026-W34,ТСХ,1128.52,69.92,7
r_00001222,family_000059,u_000059,2026-W35,ТСХ,1062.06,89.50,11
r_00001223,family_000059,u_000059,2026-W35,ТСХ,964.26,126.65,11
r_00001224,family_000059,u_000059,2026-W35,ТСХ,1047.44,126.06,5
r_00001225,family_000059,u_000059,2026-W36,ТСХ,1029.57,144.75,11
r_00001226,family_000059,u_000059,2026-W36,ТСХ,855.48,69.49,6
r_00001250,family_000061,u_000061,2026-W25,ТС5,500.88,91.96,9
r_00001251,family_000061,u_000061,2026-W25,ТС5,648.89,126.13,11
r_00001252,family_000061,u_000061,2026-W25,ТС5,632.90,29.43,7
r_00001253,family_000061,u_000061,2026-W26,ТС5,766.47,98.80,6
r_00001254,family_000061,u_000061,2026-W26,ТС5,421.20,62.93,10
r_00001255,family_000061,u_000061,2026-W26,ТС5,544.94,46.82,11
r_00001256,family_000061,u_000061,2026-W27,ТС5,741.97,43.44,5
r_00001257,family_000061,u_000061,2026-W27,ТС5,564.00,71.11,7
r_00001258,family_000061,u_000061,2026-W27,ТС5,673.53,107.41,9
r_00001259,family_000061,u_000061,2026-W28,ТС5,456.72,121.65,8
r_00001260,family_000061,u_000061,2026-W28,ТС5,374.52,39.34,10
r_00001261,family_000061,u_000061,2026-W28,ТС5,419.58,32.37,8
r_00001262,family_000061,u_000061,2026-W29,ТС5,733.87,41.46,7
r_00001263,family_000061,u_000061,2026-W29,ТС5,442.17,89.75,6
r_00001264,family_000061,u_000061,2026-W29,ТС5,571.05,77.63,8
r_00001265,family_000061,u_000061,2026-W30,ТС5,660.36,78.88,9
r_00001266,family_000061,u_000061,2026-W30,ТС5,543.96,46.77,10
r_00001267,family_000061,u_000061,2026-W31,ТС5,533.65,76.00,10
r_00001268,family_000061,u_000061,2026-W31,ТС5,563.93,97.79,5
r_00001269,family_000061,u_000061,2026-W32,ТС5,521.47,63.88,9
r_00001270,family_000061,u_000061,2026-W32,ТС5,670.84,40.01,9
r_00001271,family_000061,u_000061,2026-W33,ТС5,606.09,35.19,8
r_00001272,family_000061,u_000061,2026-W33,ТС5,616.97,107.81,8
r_00001273,family_000061,u_000061,2026-W34,ТС5,836.74,46.54,7
r_00001274,family_000061,u_000061,2026-W34,ТС5,425.41,63.86,6
r_00001275,family_000061,u_000061,2026-W34,ТС5,498.89,107.30,6
r_00001276,family_000061,u_000061,2026-W35,ТС5,455.53,56.85,10
r_00001277,family_000061,u_000061,2026-W35,ТС5,698.33,112.76,11
r_00001278,family_000061,u_000061,2026-W35,ТС5,651.42,115.16,10
r_00001279,family_000061,u_000061,2026-W36,ТС5,518.19,77.69,6
r_00001280,family_000061,u_000061,2026-W36,ТС5,626.93,36.67,6
r_00001281,family_000061,u_000061,2026-W36,ТС5,706.34,53.84,6
r_00001362,family_000067,u_000067,2026-W25,ТС5,763.09,0.00,5
r_00001363,family_000067,u_000067,2026-W25,ТС5,656.03,62.85,7
r_00001364,family_000067,u_000067,2026-W26,ТС5,570.90,13.21,6
r_00001365,family_000067,u_000067,2026-W26,ТС5,712.87,0.00,5
r_00001366,family_000067,u_000067,2026-W27,ТС5,421.76,46.28,10
r_00001367,family_000067,u_000067,2026-W27,ТС5,557.41,33.00,8
r_00001368,family_000067,u_000067,2026-W27,ТС5,712.87,48.82,11
r_00001369,family_000067,u_000067,2026-W28,ТС5,724.29,60.80,7
r_00001370,family_000067,u_000067,2026-W28,ТС5,530.53,13.07,8
r_00001371,family_000067,u_000067,2026-W29,ТС5,583.43,53.21,9
r_00001372,family_000067,u_000067,2026-W29,ТС5,658.18,29.47,9
r_00001373,family_000067,u_000067,2026-W29,ТС5,352.70,26.24,9
r_00001374,family_000067,u_000067,2026-W30,ТС5,514.43,23.02,10
r_00001375,family_000067,u_000067,2026-W30,ТС5,444.91,22.23,6
r_00001376,family_000067,u_000067,2026-W31,ТС5,773.47,0.00,6
r_00001377,family_000067,u_000067,2026-W31,ТС5,613.04,15.21,5
r_00001378,family_000067,u_000067,2026-W32,ТС5,692.30,15.34,5
r_00001379,family_000067,u_000067,2026-W32,ТС5,887.99,6.06,10
r_00001380,family_000067,u_000067,2026-W33,ТС5,738.48,51.18,7
r_00001381,family_000067,u_000067,2026-W33,ТС5,535.44,39.76,7
r_00001382,family_000067,u_000067,2026-W34,ТС5,668.12,38.57,9
r_00001383,family_000067,u_000067,2026-W34,ТС5,616.64,62.95,6
r_00001384,family_000067,u_000067,2026-W35,ТС5,765.25,63.01,10
r_00001385,family_000067,u_000067,2026-W35,ТС5,554.83,46.84,10
