user_id,family_id,network_home,x5_segment,is_app_user,behavior_type,child_stage,city_bucket,base_freq_per_week,avg_check_rub,promo_share,markdown_share,top_categories
u_000130,family_000130,ТС5,дети до 3,true,хозяин,2-3,7,2.06,676.8,0.3,0.05,детские каши;молочка;детская гигиена;хлеб;фрукты
u_000132,family_000132,ТС5,дети до 3,true,хозяин,2-3,15,2.12,676.8,0.3,0.05,детская гигиена;фрукты;подгузники;хлеб;молочка
u_000133,family_000133,ТС5,дети до 3,true,охотник,2-3,10,1.57,676.8,0.5,0.25,детские каши;фрукты;подгузники;хлеб;молочка
u_000138,family_000138,ТС5,дети до 3,true,охотник,1-2,10,2.62,676.8,0.5,0.25,детская гигиена;молочка;хлеб;подгузники;фрукты
u_000142,family_000142,ТС5,дети до 3,true,охотник,2-3,2,2.03,676.8,0.5,0.25,подгузники;молочка;детские каши;детская гигиена;хлеб
u_000144,family_000144,ТСЧ,дети до 3,true,хозяин,2-3,16,2.25,853.2,0.3,0.05,подгузники;детские каши;хлеб;детская гигиена;фрукты
u_000146,family_000146,ТСЧ,дети до 3,true,охотник,2-3,2,2.68,853.2,0.5,0.25,хлеб;молочка;подгузники;детская гигиена;детские каши
u_000148,family_000148,ТС5,дети до 3,true,охотник,6-9,20,2.56,676.8,0.5,0.25,подгузники;молочка;детские каши;фрукты;детская гигиена
u_000151,family_000151,ТС5,дети до 3,true,охотник,2-3,2,2.49,676.8,0.5,0.25,фрукты;детская гигиена;детские каши;подгузники;молочка
u_000162,family_000162,ТС5,дети до 3,true,охотник,2-3,18,1.53,676.8,0.5,0.25,детские каши;подгузники;хлеб;детская гигиена;молочка
u_000163,family_000163,ТСХ,дети до 3,true,хозяин,6-9,4,2.66,1053.6,0.3,0.05,хлеб;молочка;детская гигиена;подгузники;детские каши
u_000166,family_000166,ТСЧ,дети до 3,true,хозяин,6-9,10,2.04,853.2,0.3,0.05,подгузники;молочка;фрукты;хлеб;детская гигиена
u_000169,family_000169,ТС5,дети до 3,true,хозяин,2-3,14,1.75,676.8,0.3,0.05,детские каши;молочка;хлеб;подгузники;детская гигиена
u_000170,family_000170,ТС5,дети до 3,true,охотник,0-6,3,2.51,676.8,0.5,0.25,детские каши;молочка;детская гигиена;подгузники;фрукты
u_000174,family_000174,ТС5,дети до 3,true,хозяин,9-12,15,1.82,676.8,0.3,0.05,фрукты;молочка;детские каши;подгузники;хлеб
u_000179,family_000179,ТС5,дети до 3,true,охотник,9-12,5,2.82,676.8,0.5,0.25,фрукты;хлеб;детская гигиена;подгузники;детские каши
u_000181,family_000181,ТСЧ,дети до 3,true,хозяин,0-6,9,1.79,853.2,0.3,0.05,фрукты;молочка;детская гигиена;хлеб;детские каши
u_000184,family_000184,ТС5,дети до 3,true,хозяин,9-12,16,1.87,676.8,0.3,0.05,хлеб;детские каши;молочка;детская гигиена;подгузники
u_000190,family_000190,ТС5,дети до 3,true,категорийный,1-2,10,2.31,676.8,0.3,0.05,подгузники;детские каши;детская гигиена;фрукты;молочка
u_000191,family_000191,ТСХ,дети до 3,true,хозяин,2-3,18,1.79,1053.6,0.3,0.05,фрукты;молочка;подгузники;детская гигиена;хлеб
u_000195,family_000195,ТС5,дети до 3,true,хозяин,2-3,10,2.21,676.8,0.3,0.05,подгузники;молочка;фрукты;детские каши;хлеб
u_000196,family_000196,ТСЧ,дети до 3,true,охотник,0-6,20,2.21,853.2,0.5,0.25,хлеб;фрукты;детская гигиена;молочка;подгузники
u_000198,family_000198,ТС5,дети до 3,true,хозяин,1-2,7,2.12,676.8,0.3,0.05,фрукты;детские каши;подгузники;молочка;хлеб
u_000199,family_000199,ТС5,дети до 3,true,категорийный,1-2,17,2.07,676.8,0.3,0.05,детская гигиена;детские каши;молочка;фрукты;хлеб
u_000202,family_000202,ТС5,дети до 3,true,охотник,1-2,12,2.93,676.8,0.5,0.25,детская гигиена;молочка;подгузники;хлеб;детские каши
u_000203,family_000203,ТС5,дети до 3,true,хозяин,1-2,7,1.8,676.8,0.3,0.05,фрукты;молочка;хлеб;подгузники;детские каши
u_000204,family_000204,ТС5,дети до 3,true,хозяин,2-3,8,2.46,676.8,0.3,0.05,подгузники;хлеб;детские каши;детская гигиена;молочка
u_000215,family_000215,ТС5,дети до 3,true,хозяин,2-3,7,2.64,676.8,0.3,0.05,хлеб;фрукты;подгузники;молочка;детская гигиена
u_000218,family_000218,ТС5,дети до 3,true,хозяин,0-6,18,2.19,676.8,0.3,0.05,молочка;подгузники;детские каши;детская гигиена;фрукты
u_000219,family_000219,ТСХ,дети до 3,true,хозяин,9-12,3,2.31,1053.6,0.3,0.05,подгузники;хлеб;детские каши;фрукты;детская гигиена
u_000221,family_000221,ТС5,дети до 3,true,охотник,9-12,4,1.77,676.8,0.5,0.25,фрукты;детские каши;детская гигиена;молочка;подгузники
u_000224,family_000224,ТС5,дети до 3,true,хозяин,0-6,8,2.61,676.8,0.3,0.05,детские каши;хлеб;детская гигиена;молочка;подгузники
u_000236,family_000236,ТС5,дети до 3,true,хозяин,2-3,11,1.89,676.8,0.3,0.05,детские каши;хлеб;фрукты;подгузники;детская гигиена
u_000239,family_000239,ТС5,дети до 3,true,охотник,2-3,16,2.49,676.8,0.5,0.25,подгузники;хлеб;детские каши;фрукты;молочка
u_000243,family_000243,ТС5,дети до 3,true,охотник,6-9,3,2.25,676.8,0.5,0.25,детские каши;молочка;подгузники;фрукты;хлеб
u_000251,family_000251,ТСЧ,дети до 3,true,охотник,0-6,5,1.63,853.2,0.5,0.25,детские каши;хлеб;фрукты;подгузники;молочка
u_000252,family_000252,ТС5,дети до 3,true,охотник,9-12,13,1.52,676.8,0.5,0.25,детские каши;хлеб;подгузники;молочка;фрукты
u_000254,family_000254,ТС5,дети до 3,true,хозяин,0-6,12,1.88,676.8,0.3,0.05,детская гигиена;детские каши;хлеб;фрукты;подгузники
u_000256,family_000256,ТС5,дети до 3,true,охотник,1-2,11,1.77,676.8,0.5,0.25,детские каши;молочка;фрукты;хлеб;детская гигиена
u_000262,family_000262,ТС5,дети до 3,true,охотник,1-2,11,2.95,676.8,0.5,0.25,детские каши;подгузники;фрукты;хлеб;детская гигиена
u_000264,family_000264,ТСЧ,дети до 3,true,хозяин,0-6,4,2.75,853.2,0.3,0.05,хлеб;детская гигиена;молочка;фрукты;детские каши
u_000267,family_000267,ТС5,дети до 3,true,категорийный,6-9,13,2.44,676.8,0.3,0.05,детская гигиена;детские каши;фрукты;подгузники;молочка
u_000268,family_000268,ТС5,дети до 3,true,хозяин,6-9,7,1.92,676.8,0.3,0.05,хлеб;подгузники;фрукты;молочка;детские каши
u_000272,family_000272,ТС5,дети до 3,true,хозяин,2-3,6,2.33,676.8,0.3,0.05,детские каши;молочка;детская гигиена;подгузники;хлеб
u_000275,family_000275,ТС5,дети до 3,true,хозяин,1-2,19,2.61,676.8,0.3,0.05,детские каши;фрукты;подгузники;молочка;хлеб
u_000276,family_000276,ТС5,дети до 3,true,категорийный,2-3,2,2.64,676.8,0.3,0.05,детские каши;фрукты;детская гигиена;хлеб;подгузники
u_000279,family_000279,ТСЧ,дети до 3,true,охотник,2-3,18,1.75,853.2,0.5,0.25,хлеб;молочка;фрукты;детские каши;детская гигиена
u_000280,family_000280,ТСЧ,дети до 3,true,категорийный,0-6,5,2.94,853.2,0.3,0.05,детские каши;подгузники;молочка;хлеб;фрукты
u_000284,family_000284,ТС5,дети до 3,true,хозяин,9-12,11,2.74,676.8,0.3,0.05,молочка;фрукты;детская гигиена;хлеб;детские каши
u_000297,family_000297,ТСЧ,дети до 3,true,хозяин,2-3,14,2.14,853.2,0.3,0.05,детские каши;подгузники;детская гигиена;хлеб;фрукты
u_000298,family_000298,ТС5,дети до 3,true,хозяин,6-9,18,1.99,676.8,0.3,0.05,фрукты;подгузники;молочка;детские каши;детская гигиена
u_000300,family_000300,ТС5,дети до 3,true,хозяин,0-6,5,2.55,676.8,0.3,0.05,детская гигиена;детские каши;молочка;фрукты;хлеб
u_000304,family_000304,ТС5,дети до 3,true,хозяин,6-9,6,2.9,676.8,0.3,0.05,подгузники;фрукты;детские каши;хлеб;детская гигиена
u_000311,family_000311,ТСЧ,дети до 3,true,охотник,9-12,15,2.96,853.2,0.5,0.25,подгузники;фрукты;хлеб;молочка;детские каши
u_000313,family_000313,ТСЧ,дети до 3,true,категорийный,9-12,11,2.18,853.2,0.3,0.05,детская гигиена;подгузники;хлеб;фрукты;молочка
u_000322,family_000322,ТС5,дети до 3,true,хозяин,9-12,13,1.71,676.8,0.3,0.05,детская гигиена;фрукты;хлеб;молочка;подгузники
u_000330,family_000330,ТСЧ,дети до 3,true,категорийный,1-2,19,1.65,853.2,0.3,0.05,молочка;хлеб;детская гигиена;подгузники;детские каши
u_000336,family_000336,ТСЧ,дети до 3,true,хозяин,2-3,13,1.65,853.2,0.3,0.05,детские каши;фрукты;детская гигиена;подгузники;хлеб
u_000339,family_000339,ТС5,дети до 3,true,хозяин,9-12,7,2.96,676.8,0.3,0.05,детские каши;фрукты;молочка;хлеб;детская гигиена
u_000347,family_000347,ТСЧ,дети до 3,true,категорийный,6-9,7,2.71,853.2,0.3,0.05,детская гигиена;подгузники;детские каши;фрукты;хлеб
u_000350,family_000350,ТС5,дети до 3,true,охотник,0-6,4,2.34,676.8,0.5,0.25,подгузники;молочка;фрукты;детская гигиена;детские каши
u_000351,family_000351,ТС5,дети до 3,true,охотник,0-6,6,1.91,676.8,0.5,0.25,детская гигиена;фрукты;детские каши;подгузники;хлеб
u_000352,family_000352,ТСЧ,дети до 3,true,хозяин,1-2,9,2.85,853.2,0.3,0.05,подгузники;молочка;фрукты;детская гигиена;детские каши
u_000356,family_000356,ТС5,дети до 3,true,категорийный,6-9,9,2.05,676.8,0.3,0.05,детские каши;фрукты;хлеб;молочка;подгузники
u_000360,family_000360,ТС5,дети до 3,true,хозяин,9-12,20,2.71,676.8,0.3,0.05,молочка;хлеб;детские каши;детская гигиена;фрукты
u_000362,family_000362,ТС5,дети до 3,true,хозяин,0-6,16,1.6,676.8,0.3,0.05,молочка;хлеб;фрукты;детская гигиена;детские каши
u_000363,family_000363,ТС5,дети до 3,true,хозяин,0-6,20,2.11,676.8,0.3,0.05,молочка;детская гигиена;подгузники;хлеб;фрукты
u_000365,family_000365,ТС5,дети до 3,true,хозяин,9-12,17,1.95,676.8,0.3,0.05,детская гигиена;фрукты;хлеб;детские каши;подгузники
u_000368,family_000368,ТС5,дети до 3,true,охотник,2-3,3,2.21,676.8,0.5,0.25,детская гигиена;фрукты;подгузники;молочка;хлеб
u_000372,family_000372,ТС5,дети до 3,true,хозяин,0-6,2,2.3,676.8,0.3,0.05,хлеб;молочка;подгузники;детская гигиена;детские каши
u_000380,family_000380,ТСХ,дети до 3,true,охотник,9-12,17,2.96,1053.6,0.5,0.25,молочка;детские каши;хлеб;подгузники;фрукты
u_000386,family_000386,ТС5,дети до 3,true,хозяин,6-9,4,1.7,676.8,0.3,0.05,хлеб;подгузники;детская гигиена;фрукты;детские каши
u_000387,family_000387,ТСЧ,дети до 3,true,охотник,1-2,6,2.42,853.2,0.5,0.25,молочка;фрукты;подгузники;хлеб;детские каши
u_000388,family_000388,ТС5,дети до 3,true,категорийный,1-2,2,1.6,676.8,0.3,0.05,хлеб;молочка;подгузники;фрукты;детские каши
u_000390,family_000390,ТС5,дети до 3,true,хозяин,2-3,20,1.58,676.8,0.3,0.05,хлеб;детская гигиена;детские каши;фрукты;подгузники
u_000391,family_000391,ТС5,дети до 3,true,хозяин,9-12,2,2.26,676.8,0.3,0.05,фрукты;детские каши;хлеб;подгузники;молочка
u_000393,family_000393,ТС5,дети до 3,true,хозяин,0-6,20,2.94,676.8,0.3,0.05,хлеб;молочка;детская гигиена;фрукты;детские каши
u_000394,family_000394,ТСЧ,дети до 3,true,хозяин,6-9,15,2.0,853.2,0.3,0.05,фрукты;хлеб;детские каши;молочка;детская гигиена
u_000398,family_000398,ТС5,дети до 3,true,охотник,1-2,1,2.3,676.8,0.5,0.25,подгузники;фрукты;детские каши;молочка;детская гигиена
u_000404,family_000404,ТС5,дети до 3,true,охотник,1-2,18,1.93,676.8,0.5,0.25,детские каши;подгузники;фрукты;хлеб;детская гигиена
u_000405,family_000405,ТС5,дети до 3,true,хозяин,6-9,10,2.53,676.8,0.3,0.05,детская гигиена;подгузники;молочка;фрукты;детские каши
u_000406,family_000406,ТС5,дети до 3,true,охотник,2-3,8,2.61,676.8,0.5,0.25,фрукты;детские каши;детская гигиена;молочка;хлеб
u_000415,family_000415,ТС5,дети до 3,true,хозяин,2-3,12,2.27,676.8,0.3,0.05,фрукты;детские каши;хлеб;подгузники;детская гигиена
u_000417,family_000417,ТС5,дети до 3,true,хозяин,1-2,4,1.81,676.8,0.3,0.05,хлеб;детские каши;подгузники;молочка;фрукты
u_000420,family_000420,ТС5,дети до 3,true,охотник,2-3,2,2.55,676.8,0.5,0.25,подгузники;молочка;хлеб;детская гигиена;фрукты
u_000423,family_000423,ТС5,дети до 3,true,хозяин,0-6,19,2.39,676.8,0.3,0.05,фрукты;хлеб;подгузники;детская гигиена;детские каши
u_000433,family_000433,ТС5,дети до 3,true,хозяин,9-12,17,1.52,676.8,0.3,0.05,детская гигиена;фрукты;хлеб;молочка;подгузники
u_000436,family_000436,ТС5,дети до 3,true,хозяин,2-3,9,2.75,676.8,0.3,0.05,молочка;фрукты;детская гигиена;детские каши;хлеб
u_000437,family_000437,ТС5,дети до 3,true,категорийный,2-3,9,2.06,676.8,0.3,0.05,детская гигиена;фрукты;детские каши;хлеб;молочка
u_000438,family_000438,ТС5,дети до 3,true,охотник,2-3,5,2.16,676.8,0.5,0.25,детская гигиена;подгузники;молочка;фрукты;детские каши
u_000440,family_000440,ТС5,дети до 3,true,охотник,1-2,1,1.87,676.8,0.5,0.25,детская гигиена;фрукты;хлеб;подгузники;молочка
u_000446,family_000446,ТСЧ,дети до 3,true,хозяин,1-2,17,2.13,853.2,0.3,0.05,подгузники;фрукты;детские каши;хлеб;детская гигиена
u_000447,family_000447,ТСХ,дети до 3,true,охотник,2-3,4,2.14,1053.6,0.5,0.25,молочка;детские каши;детская гигиена;подгузники;фрукты
u_000448,family_000448,ТС5,дети до 3,true,хозяин,0-6,1,2.37,676.8,0.3,0.05,подгузники;фрукты;хлеб;детская гигиена;детские каши
u_000450,family_000450,ТС5,дети до 3,true,категорийный,1-2,7,2.12,676.8,0.3,0.05,фрукты;детские каши;детская гигиена;хлеб;молочка
u_000452,family_000452,ТС5,дети до 3,true,охотник,2-3,20,2.55,676.8,0.5,0.25,хлеб;подгузники;детская гигиена;детские каши;фрукты
u_000455,family_000455,ТС5,дети до 3,true,хозяин,2-3,10,1.79,676.8,0.3,0.05,фрукты;хлеб;детская гигиена;молочка;подгузники
u_000459,family_000459,ТС5,дети до 3,true,хозяин,0-6,17,2.94,676.8,0.3,0.05,фрукты;хлеб;молочка;детские каши;детская гигиена
u_000460,family_000460,ТСЧ,дети до 3,true,охотник,9-12,15,2.52,853.2,0.5,0.25,фрукты;подгузники;детские каши;хлеб;детская гигиена
u_000461,family_000461,ТС5,дети до 3,true,категорийный,6-9,11,2.12,676.8,0.3,0.05,молочка;фрукты;подгузники;хлеб;детская гигиена
u_000469,family_000469,ТС5,дети до 3,true,хозяин,1-2,14,1.82,676.8,0.3,0.05,хлеб;молочка;фрукты;детская гигиена;детские каши
u_000470,family_000470,ТС5,дети до 3,true,категорийный,6-9,4,2.58,676.8,0.3,0.05,детская гигиена;фрукты;детские каши;хлеб;подгузники
u_000475,family_000475,ТС5,дети до 3,true,хозяин,1-2,3,2.07,676.8,0.3,0.05,молочка;детские каши;детская гигиена;подгузники;фрукты
u_000476,family_000476,ТС5,дети до 3,true,хозяин,0-6,3,1.74,676.8,0.3,0.05,детская гигиена;молочка;фрукты;детские каши;хлеб
u_000483,family_000483,ТСЧ,дети до 3,true,хозяин,0-6,15,1.96,853.2,0.3,0.05,детские каши;молочка;детская гигиена;хлеб;подгузники
u_000485,family_000485,ТС5,дети до 3,true,хозяин,6-9,1,2.32,676.8,0.3,0.05,детская гигиена;детские каши;фрукты;хлеб;подгузники
u_000487,family_000487,ТС5,дети до 3,true,хозяин,6-9,3,1.77,676.8,0.3,0.05,молочка;подгузники;детские каши;хлеб;детская гигиена
u_000488,family_000488,ТС5,дети до 3,true,хозяин,0-6,5,1.57,676.8,0.3,0.05,фрукты;подгузники;детская гигиена;хлеб;детские каши
u_000495,family_000495,ТСХ,дети до 3,true,хозяин,6-9,1,2.95,1053.6,0.3,0.05,фрукты;детские каши;детская гигиена;хлеб;подгузники
u_000496,family_000496,ТС5,дети до 3,true,охотник,9-12,2,1.59,676.8,0.5,0.25,хлеб;детская гигиена;подгузники;детские каши;фрукты
u_000510,family_000510,ТСЧ,дети до 3,true,хозяин,2-3,7,2.06,853.2,0.3,0.05,фрукты;молочка;хлеб;детская гигиена;детские каши
u_000517,family_000517,ТС5,дети до 3,true,хозяин,6-9,5,1.58,676.8,0.3,0.05,хлеб;детские каши;фрукты;молочка;подгузники
u_000526,family_000526,ТСЧ,дети до 3,true,хозяин,0-6,10,1.8,853.2,0.3,0.05,хлеб;фрукты;молочка;подгузники;детская гигиена
u_000533,family_000533,ТС5,дети до 3,true,хозяин,2-3,11,2.17,676.8,0.3,0.05,детская гигиена;хлеб;фрукты;молочка;подгузники
u_000534,family_000534,ТСЧ,дети до 3,true,охотник,2-3,5,2.15,853.2,0.5,0.25,детская гигиена;фрукты;хлеб;детские каши;подгузники
u_000545,family_000545,ТС5,дети до 3,true,категорийный,2-3,5,2.09,676.8,0.3,0.05,молочка;детские каши;подгузники;фрукты;детская гигиена
u_000547,family_000547,ТС5,дети до 3,true,хозяин,2-3,13,2.59,676.8,0.3,0.05,фрукты;хлеб;детская гигиена;детские каши;молочка
u_000552,family_000552,ТС5,дети до 3,true,хозяин,0-6,19,2.76,676.8,0.3,0.05,молочка;хлеб;подгузники;детские каши;фрукты
u_000557,family_000557,ТС5,дети до 3,true,охотник,6-9,20,2.34,676.8,0.5,0.25,фрукты;детские каши;хлеб;подгузники;молочка
u_000559,family_000559,ТС5,дети до 3,true,охотник,0-6,7,2.54,676.8,0.5,0.25,молочка;подгузники;хлеб;детская гигиена;детские каши
u_000562,family_000562,ТСЧ,дети до 3,true,хозяин,1-2,2,2.75,853.2,0.3,0.05,молочка;фрукты;хлеб;детские каши;подгузники
u_000565,family_000565,ТС5,дети до 3,true,хозяин,1-2,10,1.82,676.8,0.3,0.05,молочка;детская гигиена;подгузники;фрукты;детские каши
u_000567,family_000567,ТСХ,дети до 3,true,охотник,6-9,4,2.73,1053.6,0.5,0.25,фрукты;детская гигиена;хлеб;молочка;подгузники
u_000570,family_000570,ТС5,дети до 3,true,охотник,0-6,9,1.72,676.8,0.5,0.25,молочка;подгузники;фрукты;хлеб;детские каши
u_000582,family_000582,ТС5,дети до 3,true,хозяин,6-9,5,2.83,676.8,0.3,0.05,хлеб;подгузники;детская гигиена;молочка;фрукты
u_000586,family_000586,ТС5,дети до 3,true,охотник,1-2,13,2.07,676.8,0.5,0.25,фрукты;детская гигиена;хлеб;детские каши;подгузники
u_000593,family_000593,ТСЧ,дети до 3,true,хозяин,1-2,17,2.86,853.2,0.3,0.05,фрукты;молочка;детские каши;детская гигиена;хлеб
u_000595,family_000595,ТС5,дети до 3,true,охотник,9-12,20,1.54,676.8,0.5,0.25,детские каши;подгузники;детская гигиена;молочка;фрукты
u_000598,family_000598,ТСЧ,дети до 3,true,хозяин,6-9,20,2.9,853.2,0.3,0.05,детская гигиена;детские каши;фрукты;хлеб;подгузники
u_000603,family_000603,ТС5,дети до 3,true,хозяин,2-3,7,2.28,676.8,0.3,0.05,хлеб;детская гигиена;молочка;детские каши;подгузники
u_000606,family_000606,ТС5,дети до 3,true,хозяин,2-3,6,2.84,676.8,0.3,0.05,хлеб;детская гигиена;молочка;фрукты;детские каши
u_000611,family_000611,ТС5,дети до 3,true,категорийный,1-2,9,1.73,676.8,0.3,0.05,молочка;детские каши;подгузники;хлеб;детская гигиена
u_000614,family_000614,ТС5,дети до 3,true,охотник,6-9,6,2.33,676.8,0.5,0.25,детские каши;детская гигиена;молочка;хлеб;фрукты
u_000618,family_000618,ТС5,дети до 3,true,охотник,2-3,5,2.61,676.8,0.5,0.25,детская гигиена;подгузники;фрукты;молочка;детские каши
u_000621,family_000621,ТС5,дети до 3,true,хозяин,6-9,14,2.01,676.8,0.3,0.05,хлеб;детские каши;молочка;подгузники;фрукты
u_000629,family_000629,ТС5,дети до 3,true,хозяин,1-2,2,1.66,676.8,0.3,0.05,подгузники;фрукты;детская гигиена;хлеб;молочка
u_000634,family_000634,ТС5,дети до 3,true,хозяин,9-12,8,2.83,676.8,0.3,0.05,фрукты;детская гигиена;хлеб;молочка;подгузники
u_000641,family_000641,ТСЧ,дети до 3,true,хозяин,1-2,9,2.55,853.2,0.3,0.05,фрукты;хлеб;детская гигиена;молочка;подгузники
u_000643,family_000643,ТС5,дети до 3,true,хозяин,6-9,18,2.56,676.8,0.3,0.05,фрукты;детская гигиена;хлеб;детские каши;подгузники
u_000644,family_000644,ТС5,дети до 3,true,охотник,2-3,7,2.63,676.8,0.5,0.25,детская гигиена;молочка;фрукты;хлеб;детские каши
u_000658,family_000658,ТС5,дети до 3,true,охотник,0-6,17,2.09,676.8,0.5,0.25,детские каши;молочка;подгузники;фрукты;детская гигиена
u_000661,family_000661,ТСХ,дети до 3,true,категорийный,2-3,3,1.72,1053.6,0.3,0.05,молочка;детские каши;хлеб;подгузники;детская гигиена
u_000665,family_000665,ТС5,дети до 3,true,охотник,6-9,1,1.68,676.8,0.5,0.25,молочка;детские каши;подгузники;хлеб;детская гигиена
u_000666,family_000666,ТС5,дети до 3,true,категорийный,1-2,4,2.06,676.8,0.3,0.05,хлеб;фрукты;подгузники;детская гигиена;детские каши
u_000675,family_000675,ТС5,дети до 3,true,охотник,1-2,4,2.86,676.8,0.5,0.25,подгузники;хлеб;молочка;детские каши;фрукты
u_000682,family_000682,ТС5,дети до 3,true,охотник,1-2,8,2.33,676.8,0.5,0.25,молочка;детские каши;детская гигиена;подгузники;фрукты
u_000683,family_000683,ТСЧ,дети до 3,true,хозяин,1-2,4,2.09,853.2,0.3,0.05,фрукты;подгузники;хлеб;детские каши;детская гигиена
u_000684,family_000684,ТС5,дети до 3,true,хозяин,6-9,3,2.05,676.8,0.3,0.05,детская гигиена;молочка;хлеб;фрукты;детские каши
u_000686,family_000686,ТСЧ,дети до 3,true,охотник,1-2,16,2.27,853.2,0.5,0.25,детская гигиена;детские каши;подгузники;фрукты;хлеб
u_000688,family_000688,ТСЧ,дети до 3,true,охотник,6-9,10,2.43,853.2,0.5,0.25,подгузники;хлеб;детские каши;детская гигиена;фрукты
u_000689,family_000689,ТС5,дети до 3,true,охотник,2-3,11,2.71,676.8,0.5,0.25,фрукты;хлеб;подгузники;детские каши;детская гигиена
u_000694,family_000694,ТС5,дети до 3,true,категорийный,1-2,12,1.58,676.8,0.3,0.05,детская гигиена;хлеб;фрукты;молочка;детские каши
u_000696,family_000696,ТС5,дети до 3,true,охотник,1-2,9,1.53,676.8,0.5,0.25,детские каши;фрукты;подгузники;детская гигиена;молочка
u_000700,family_000700,ТС5,дети до 3,true,охотник,1-2,7,2.02,676.8,0.5,0.25,подгузники;молочка;фрукты;детская гигиена;детские каши
