receipt_id,sku,category,qty,price_shelf,price_paid,is_promo,is_markdown,is_excluded
r_00000020,sku_05_07,фрукты,1,86.92,76.84,true,false,false
r_00000020,sku_05_08,фрукты,1,75.45,68.86,true,false,false
r_00000021,sku_26_00,детская гигиена,1,62.20,56.48,true,false,false
r_00000021,sku_03_01,хлеб,1,34.59,28.67,true,false,false
r_00000021,sku_03_02,хлеб,1,54.68,54.68,false,false,false
r_00000021,sku_28_03,табак,1,55.73,55.73,false,false,true
r_00000021,sku_05_04,фрукты,1,52.17,52.17,false,false,false
r_00000021,sku_00_05,молочка,1,56.84,56.84,false,false,false
r_00000021,sku_03_06,хлеб,1,54.63,54.63,false,false,false
r_00000021,sku_23_07,детские каши,1,40.41,33.83,true,false,false
r_00000021,sku_21_08,подгузники,1,73.76,73.76,false,false,false
r_00000022,sku_03_00,хлеб,1,73.02,73.02,false,false,false
r_00000022,sku_00_01,молочка,1,72.66,72.66,false,false,false
r_00000022,sku_06_02,мясо,1,71.73,71.73,false,false,false
r_00000022,sku_05_03,фрукты,1,45.63,45.63,false,false,false
r_00000022,sku_21_04,подгузники,1,57.72,51.34,true,false,false
r_00000022,sku_03_05,хлеб,1,62.67,62.67,false,false,false
r_00000022,sku_03_06,хлеб,1,76.11,76.11,false,false,false
r_00000022,sku_05_07,фрукты,1,53.28,53.28,false,false,false
r_00000022,sku_10_08,макароны,1,34.74,34.74,false,false,false
r_00000022,sku_00_09,молочка,1,31.35,31.35,false,false,false
r_00000023,sku_00_00,молочка,1,98.77,98.77,false,false,false
r_00000023,sku_05_01,фрукты,1,61.90,32.98,false,true,false
r_00000023,sku_26_02,детская гигиена,1,57.01,57.01,false,false,false
r_00000023,sku_21_03,подгузники,1,85.86,76.09,true,false,false
r_00000023,sku_21_04,подгузники,1,52.36,41.89,true,false,false
r_00000023,sku_03_05,хлеб,1,73.73,73.73,false,false,false
r_00000023,sku_00_06,молочка,1,93.20,93.20,false,false,false
r_00000023,sku_03_07,хлеб,1,82.45,66.32,true,false,false
r_00000023,sku_27_08,алкоголь,1,82.27,82.27,false,false,true
r_00000023,sku_00_09,молочка,1,65.15,65.15,false,false,false
r_00000023,sku_05_10,фрукты,1,114.11,99.50,true,false,false
r_00000024,sku_03_00,хлеб,1,106.63,67.52,true,true,false
r_00000024,sku_05_01,фрукты,1,58.51,51.44,true,false,false
r_00000024,sku_21_02,подгузники,1,81.88,81.88,false,false,false
r_00000024,sku_26_03,детская гигиена,1,64.52,64.52,false,false,false
r_00000024,sku_03_04,хлеб,1,74.78,59.61,true,false,false
r_00000024,sku_00_05,молочка,1,103.76,86.55,true,false,false
r_00000024,sku_03_06,хлеб,1,78.85,78.85,false,false,false
r_00000024,sku_21_07,подгузники,1,66.73,66.73,false,false,false
r_00000025,sku_21_00,подгузники,1,45.45,41.14,true,false,false
r_00000025,sku_14_01,снеки,1,36.79,36.79,false,false,false
r_00000025,sku_26_02,детская гигиена,1,34.38,34.38,false,false,false
r_00000025,sku_20_03,гигиена,1,31.01,31.01,false,false,false
r_00000025,sku_00_04,молочка,1,28.40,25.63,true,false,false
r_00000025,sku_03_05,хлеб,1,24.98,24.98,false,false,false
r_00000025,sku_00_06,молочка,1,51.11,45.53,true,false,false
r_00000025,sku_03_07,хлеб,1,31.26,31.26,false,false,false
r_00000025,sku_00_08,молочка,1,51.46,51.46,false,false,false
r_00000026,sku_21_00,подгузники,1,105.69,105.69,false,false,false
r_00000026,sku_21_01,подгузники,1,105.67,105.67,false,false,false
r_00000026,sku_03_02,хлеб,1,58.44,58.44,false,false,false
r_00000026,sku_05_03,фрукты,1,98.56,98.56,false,false,false
r_00000026,sku_11_04,консервы,1,77.61,63.72,true,false,false
r_00000027,sku_05_00,фрукты,1,85.17,85.17,false,false,false
r_00000027,sku_24_01,детские творожки,1,66.69,66.69,false,false,false
r_00000027,sku_26_02,детская гигиена,1,91.26,91.26,false,false,false
r_00000027,sku_28_03,табак,1,46.00,39.14,true,false,true
r_00000027,sku_05_04,фрукты,1,54.93,54.93,false,false,false
r_00000027,sku_26_05,детская гигиена,1,50.59,44.53,true,false,false
r_00000027,sku_21_06,подгузники,1,78.48,78.48,false,false,false
r_00000027,sku_21_07,подгузники,1,64.89,64.89,false,false,false
r_00000027,sku_21_08,подгузники,1,72.90,72.90,false,false,false
r_00000027,sku_03_09,хлеб,1,73.35,73.35,false,false,false
r_00000027,sku_05_10,фрукты,1,45.78,45.78,false,false,false
r_00000028,sku_03_00,хлеб,1,70.55,64.25,true,false,false
r_00000028,sku_21_01,подгузники,1,151.56,151.56,false,false,false
r_00000028,sku_08_02,рыба,1,153.12,136.26,true,false,false
r_00000028,sku_03_03,хлеб,1,87.68,87.68,false,false,false
r_00000028,sku_21_04,подгузники,1,72.34,72.34,false,false,false
r_00000028,sku_03_05,хлеб,1,67.12,52.81,true,false,false
r_00000028,sku_12_06,готовая еда,1,131.29,102.72,true,false,false
r_00000029,sku_12_00,готовая еда,1,63.45,41.97,false,true,false
r_00000029,sku_21_01,подгузники,1,78.62,68.13,true,false,false
r_00000029,sku_00_02,молочка,1,128.03,105.34,true,false,false
r_00000029,sku_03_03,хлеб,1,116.06,73.46,false,true,false
r_00000029,sku_12_04,готовая еда,1,112.18,112.18,false,false,false
r_00000029,sku_12_05,готовая еда,1,63.63,53.69,true,false,false
r_00000029,sku_05_06,фрукты,1,49.93,45.72,true,false,false
r_00000029,sku_03_07,хлеб,1,115.29,96.98,true,false,false
r_00000029,sku_21_08,подгузники,1,104.23,89.16,true,false,false
r_00000029,sku_00_09,молочка,1,102.60,69.90,false,true,false
r_00000029,sku_21_10,подгузники,1,62.58,62.58,false,false,false
r_00000030,sku_15_00,напитки,1,95.22,85.38,true,false,false
r_00000030,sku_02_01,творог,1,68.55,63.01,true,false,false
r_00000030,sku_03_02,хлеб,1,54.73,49.24,true,false,false
r_00000030,sku_05_03,фрукты,1,123.44,97.97,true,false,false
r_00000030,sku_03_04,хлеб,1,79.79,71.79,true,false,false
r_00000030,sku_12_05,готовая еда,1,131.91,67.16,true,true,false
r_00000030,sku_21_06,подгузники,1,119.13,119.13,false,false,false
r_00000030,sku_05_07,фрукты,1,116.55,116.55,false,false,false
r_00000031,sku_00_00,молочка,1,80.38,80.38,false,false,false
r_00000031,sku_05_01,фрукты,1,53.63,53.63,false,false,false
r_00000031,sku_00_02,молочка,1,51.95,35.26,true,true,false
r_00000031,sku_05_03,фрукты,1,81.99,81.99,false,false,false
r_00000031,sku_02_04,творог,1,63.11,54.26,true,false,false
r_00000031,sku_24_05,детские творожки,1,46.17,46.17,false,false,false
r_00000031,sku_25_06,заменители грудного молока,1,100.40,100.40,false,false,true
r_00000031,sku_21_07,подгузники,1,70.78,70.78,false,false,false
r_00000031,sku_16_08,кофе/чай,1,45.16,45.16,false,false,false
r_00000031,sku_21_09,подгузники,1,70.47,64.25,true,false,false
r_00000031,sku_12_10,готовая еда,1,93.56,85.76,true,false,false
r_00000032,sku_21_00,подгузники,1,259.64,237.04,true,false,false
r_00000032,sku_12_01,готовая еда,1,117.84,117.84,false,false,false
r_00000032,sku_06_02,мясо,1,105.25,82.65,true,false,false
r_00000032,sku_03_03,хлеб,1,147.61,147.61,false,false,false
r_00000032,sku_05_04,фрукты,1,238.33,238.33,false,false,false
r_00000033,sku_05_00,фрукты,1,182.04,100.36,true,true,false
r_00000033,sku_03_01,хлеб,1,174.93,174.93,false,false,false
r_00000033,sku_03_02,хлеб,1,142.79,99.36,false,true,false
r_00000033,sku_21_03,подгузники,1,160.17,140.81,true,false,false
r_00000033,sku_21_04,подгузники,1,116.60,97.58,true,false,false
r_00000034,sku_04_00,овощи,1,90.05,54.81,false,true,false
r_00000034,sku_21_01,подгузники,1,104.38,104.38,false,false,false
r_00000034,sku_23_02,детские каши,1,47.47,38.92,true,false,false
r_00000034,sku_00_03,молочка,1,47.33,47.33,false,false,false
r_00000034,sku_00_04,молочка,1,91.36,91.36,false,false,false
r_00000034,sku_21_05,подгузники,1,41.11,41.11,false,false,false
r_00000034,sku_00_06,молочка,1,101.51,81.79,true,false,false
r_00000034,sku_16_07,кофе/чай,1,94.73,84.25,true,false,false
r_00000034,sku_00_08,молочка,1,64.53,39.42,false,true,false
r_00000034,sku_16_09,кофе/чай,1,88.42,88.42,false,false,false
r_00000034,sku_12_10,готовая еда,1,80.30,80.30,false,false,false
r_00000035,sku_03_00,хлеб,1,121.35,74.93,true,true,false
r_00000035,sku_05_01,фрукты,1,145.07,121.34,true,false,false
r_00000035,sku_05_02,фрукты,1,77.99,77.99,false,false,false
r_00000035,sku_00_03,молочка,1,64.47,56.91,true,false,false
r_00000035,sku_00_04,молочка,1,127.77,127.77,false,false,false
r_00000035,sku_00_05,молочка,1,145.08,97.56,false,true,false
r_00000035,sku_21_06,подгузники,1,130.72,130.72,false,false,false
r_00000036,sku_11_00,консервы,1,68.49,68.49,false,false,false
r_00000036,sku_05_01,фрукты,1,46.59,40.62,true,false,false
r_00000036,sku_00_02,молочка,1,119.63,81.47,true,true,false
r_00000036,sku_04_03,овощи,1,76.26,76.26,false,false,false
r_00000036,sku_21_04,подгузники,1,49.07,49.07,false,false,false
r_00000036,sku_05_05,фрукты,1,72.88,41.32,true,true,false
r_00000036,sku_03_06,хлеб,1,114.02,66.09,false,true,false
r_00000036,sku_05_07,фрукты,1,84.31,57.58,true,true,false
r_00000036,sku_12_08,готовая еда,1,98.92,67.47,true,true,false
r_00000036,sku_05_09,фрукты,1,115.36,96.96,true,false,false
r_00000036,sku_20_10,гигиена,1,82.08,71.48,true,false,false
r_00000037,sku_05_00,фрукты,1,103.19,103.19,false,false,false
r_00000037,sku_13_01,выпечка,1,80.18,80.18,false,false,false
r_00000037,sku_00_02,молочка,1,71.74,46.83,true,true,false
r_00000037,sku_03_03,хлеб,1,120.07,120.07,false,false,false
r_00000037,sku_08_04,рыба,1,105.98,89.22,true,false,false
r_00000037,sku_21_05,подгузники,1,102.81,102.81,false,false,false
r_00000037,sku_03_06,хлеб,1,121.44,121.44,false,false,false
r_00000037,sku_04_07,овощи,1,66.64,66.64,false,false,false
r_00000037,sku_21_08,подгузники,1,76.09,76.09,false,false,false
r_00000038,sku_12_00,готовая еда,1,70.26,70.26,false,false,false
r_00000038,sku_12_01,готовая еда,1,72.11,63.62,true,false,false
r_00000038,sku_21_02,подгузники,1,99.49,90.41,true,false,false
r_00000038,sku_00_03,молочка,1,108.30,108.30,false,false,false
r_00000038,sku_00_04,молочка,1,108.08,108.08,false,false,false
r_00000038,sku_05_05,фрукты,1,97.67,62.25,false,true,false
r_00000038,sku_03_06,хлеб,1,109.54,94.35,true,false,false
r_00000038,sku_12_07,готовая еда,1,102.76,102.76,false,false,false
r_00000038,sku_05_08,фрукты,1,62.14,62.14,false,false,false
r_00000039,sku_12_00,готовая еда,1,75.11,44.31,true,true,false
r_00000039,sku_21_01,подгузники,1,120.83,96.67,true,false,false
r_00000039,sku_05_02,фрукты,1,155.65,126.01,true,false,false
r_00000039,sku_12_03,готовая еда,1,168.81,168.81,false,false,false
r_00000039,sku_05_04,фрукты,1,149.90,149.90,false,false,false
r_00000039,sku_21_05,подгузники,1,83.57,66.75,true,false,false
r_00000039,sku_00_06,молочка,1,87.85,87.85,false,false,false
r_00000040,sku_07_00,курица,1,131.99,131.99,false,false,false
r_00000040,sku_21_01,подгузники,1,268.08,223.69,true,false,false
r_00000040,sku_13_02,выпечка,1,184.61,157.00,true,false,false
r_00000040,sku_12_03,готовая еда,1,151.72,135.27,true,false,false
r_00000040,sku_03_04,хлеб,1,255.78,205.67,true,false,false
r_00000040,sku_00_05,молочка,1,130.32,119.31,true,false,false
r_00000041,sku_11_00,консервы,1,90.02,90.02,false,false,false
r_00000041,sku_00_01,молочка,1,94.01,94.01,false,false,false
r_00000041,sku_05_02,фрукты,1,83.09,83.09,false,false,false
r_00000041,sku_10_03,макароны,1,74.57,74.57,false,false,false
r_00000041,sku_20_04,гигиена,1,87.42,77.90,true,false,false
r_00000041,sku_03_05,хлеб,1,71.00,48.00,true,true,false
r_00000041,sku_03_06,хлеб,1,96.30,96.30,false,false,false
r_00000041,sku_16_07,кофе/чай,1,49.55,49.55,false,false,false
r_00000041,sku_21_08,подгузники,1,85.90,85.90,false,false,false
r_00000041,sku_03_09,хлеб,1,69.13,62.58,true,false,false
r_00000041,sku_12_10,готовая еда,1,106.45,83.39,true,false,false
r_00000042,sku_00_00,молочка,1,104.91,104.91,false,false,false
r_00000042,sku_01_01,кефир/йогурты,1,115.25,99.26,true,false,false
r_00000042,sku_28_02,табак,1,170.88,170.88,false,false,true
r_00000042,sku_05_03,фрукты,1,193.88,193.88,false,false,false
r_00000042,sku_05_04,фрукты,1,176.26,176.26,false,false,false
r_00000042,sku_01_05,кефир/йогурты,1,140.93,116.81,true,false,false
r_00000043,sku_05_00,фрукты,1,113.53,113.53,false,false,false
r_00000043,sku_00_01,молочка,1,67.86,55.95,true,false,false
r_00000043,sku_12_02,готовая еда,1,82.84,43.91,false,true,false
r_00000043,sku_11_03,консервы,1,65.63,65.63,false,false,false
r_00000043,sku_04_04,овощи,1,130.17,88.12,true,true,false
r_00000043,sku_05_05,фрукты,1,60.31,60.31,false,false,false
r_00000043,sku_00_06,молочка,1,98.47,77.09,true,false,false
r_00000043,sku_20_07,гигиена,1,115.28,115.28,false,false,false
r_00000043,sku_03_08,хлеб,1,81.95,45.10,true,true,false
r_00000043,sku_12_09,готовая еда,1,105.36,105.36,false,false,false
r_00000044,sku_03_00,хлеб,1,91.41,47.32,true,true,false
r_00000044,sku_05_01,фрукты,1,131.42,131.42,false,false,false
r_00000044,sku_22_02,детское пюре,1,103.44,84.84,true,false,false
r_00000044,sku_12_03,готовая еда,1,149.23,88.05,false,true,false
r_00000044,sku_05_04,фрукты,1,204.58,112.06,true,true,false
r_00000044,sku_13_05,выпечка,1,98.75,84.07,true,false,false
r_00000045,sku_00_00,молочка,1,104.03,84.56,true,false,false
r_00000045,sku_00_01,молочка,1,52.02,45.12,true,false,false
r_00000045,sku_01_02,кефир/йогурты,1,76.86,76.86,false,false,false
r_00000045,sku_14_03,снеки,1,82.49,67.41,true,false,false
r_00000045,sku_05_04,фрукты,1,66.11,66.11,false,false,false
r_00000045,sku_11_05,консервы,1,97.60,97.60,false,false,false
r_00000045,sku_21_06,подгузники,1,104.65,95.74,true,false,false
r_00000045,sku_00_07,молочка,1,53.05,28.36,true,true,false
r_00000045,sku_05_08,фрукты,1,97.99,81.20,true,false,false
r_00000045,sku_03_09,хлеб,1,107.60,95.73,true,false,false
r_00000045,sku_05_10,фрукты,1,107.72,107.72,false,false,false
r_00000046,sku_12_00,готовая еда,1,162.65,132.52,true,false,false
r_00000046,sku_21_01,подгузники,1,124.86,124.86,false,false,false
r_00000046,sku_05_02,фрукты,1,104.81,104.81,false,false,false
r_00000046,sku_14_03,снеки,1,119.90,106.10,true,false,false
r_00000046,sku_21_04,подгузники,1,88.76,88.76,false,false,false
r_00000047,sku_03_00,хлеб,1,161.24,84.07,true,true,false
r_00000047,sku_12_01,готовая еда,1,91.18,91.18,false,false,false
r_00000047,sku_00_02,молочка,1,105.87,105.87,false,false,false
r_00000047,sku_12_03,готовая еда,1,149.17,102.71,false,true,false
r_00000047,sku_05_04,фрукты,1,175.97,175.97,false,false,false
r_00000047,sku_00_05,молочка,1,112.85,112.85,false,false,false
r_00000048,sku_05_00,фрукты,1,134.61,81.48,true,true,false
r_00000048,sku_21_01,подгузники,1,155.98,136.10,true,false,false
r_00000048,sku_21_02,подгузники,1,93.35,93.35,false,false,false
r_00000048,sku_00_03,молочка,1,145.71,128.75,true,false,false
r_00000048,sku_15_04,напитки,1,103.46,89.36,true,false,false
r_00000048,sku_14_05,снеки,1,86.39,86.39,false,false,false
r_00000048,sku_03_06,хлеб,1,61.67,52.57,true,false,false
r_00000048,sku_00_07,молочка,1,79.87,79.87,false,false,false
r_00000049,sku_03_00,хлеб,1,74.45,50.57,true,true,false
r_00000049,sku_12_01,готовая еда,1,112.20,90.56,true,false,false
r_00000049,sku_03_02,хлеб,1,105.20,105.20,false,false,false
r_00000049,sku_25_03,заменители грудного молока,1,67.99,67.99,false,false,true
r_00000049,sku_05_04,фрукты,1,92.13,78.37,true,false,false
r_00000049,sku_21_05,подгузники,1,124.92,124.92,false,false,false
r_00000049,sku_14_06,снеки,1,117.43,93.45,true,false,false
r_00000049,sku_03_07,хлеб,1,73.77,38.01,false,true,false
r_00000049,sku_00_08,молочка,1,89.45,89.45,false,false,false
r_00000049,sku_09_09,крупы,1,118.37,118.37,false,false,false
r_00000050,sku_03_00,хлеб,1,159.67,104.67,false,true,false
r_00000050,sku_21_01,подгузники,1,103.23,103.23,false,false,false
r_00000050,sku_00_02,молочка,1,87.26,71.38,true,false,false
r_00000050,sku_17_03,сладкое,1,75.69,62.22,true,false,false
r_00000050,sku_12_04,готовая еда,1,148.34,133.19,true,false,false
r_00000050,sku_05_05,фрукты,1,80.57,41.98,false,true,false
r_00000050,sku_21_06,подгузники,1,92.98,77.05,true,false,false
r_00000051,sku_17_00,сладкое,1,165.75,165.75,false,false,false
r_00000051,sku_03_01,хлеб,1,117.35,117.35,false,false,false
r_00000051,sku_18_02,замороженное,1,165.94,142.15,true,false,false
r_00000051,sku_12_03,готовая еда,1,164.24,141.48,true,false,false
r_00000051,sku_05_04,фрукты,1,160.32,160.32,false,false,false
