user_id,family_id,network_home,x5_segment,is_app_user,behavior_type,child_stage,city_bucket,base_freq_per_week,avg_check_rub,promo_share,markdown_share,top_categories
u_000030,family_000030,ТС5,молодёжь,true,хозяин,none,3,0.51,564.0,0.3,0.05,молочка;фрукты;готовая еда;выпечка;напитки
u_000031,family_000031,ТС5,молодёжь,true,хозяин,none,3,1.38,564.0,0.3,0.05,напитки;фрукты;снеки;выпечка;молочка
u_000032,family_000032,ТС5,старшие,true,охотник,none,1,3.34,564.0,0.5,0.25,творог;овощи;молочка;хлеб;крупы
u_000033,family_000033,ТС5,молодёжь,true,хозяин,none,9,0.78,564.0,0.3,0.05,снеки;напитки;фрукты;молочка;выпечка
u_000034,family_000034,ТС5,молодёжь,true,категорийный,none,2,0.59,564.0,0.3,0.05,выпечка;напитки;готовая еда;фрукты;снеки
u_000035,family_000035,ТСХ,зрелые,true,хозяин,none,15,1.55,878.0,0.3,0.05,фрукты;мясо;молочка;крупы;гигиена
u_000036,family_000036,ТСЧ,зрелые,true,хозяин,none,2,1.83,711.0,0.3,0.05,мясо;гигиена;хлеб;фрукты;молочка
u_000037,family_000037,ТС5,молодёжь,true,категорийный,none,2,1.4,564.0,0.3,0.05,снеки;фрукты;готовая еда;молочка;напитки
u_000038,family_000038,ТСЧ,зрелые,true,категорийный,none,8,1.86,711.0,0.3,0.05,гигиена;хлеб;фрукты;молочка;мясо
u_000039,family_000039,ТСХ,вредные привычки,true,категорийный,none,8,1.07,878.0,0.3,0.05,гигиена;крупы;молочка;фрукты;мясо
u_000040,family_000040,ТСЧ,молодёжь,true,охотник,none,15,0.85,711.0,0.5,0.25,снеки;фрукты;готовая еда;напитки;выпечка
u_000041,family_000041,ТС5,молодёжь,true,хозяин,none,9,0.85,564.0,0.3,0.05,молочка;выпечка;напитки;готовая еда;фрукты
u_000042,family_000042,ТСЧ,молодёжь,true,хозяин,none,9,0.54,711.0,0.3,0.05,молочка;выпечка;напитки;фрукты;снеки
u_000043,family_000043,ТС5,старшие,true,хозяин,none,19,2.38,564.0,0.3,0.05,молочка;хлеб;рыба;овощи;творог
u_000044,family_000044,ТС5,молодёжь,true,охотник,none,11,1.12,564.0,0.5,0.25,фрукты;готовая еда;напитки;выпечка;снеки
u_000045,family_000045,ТС5,молодёжь,true,охотник,none,18,0.63,564.0,0.5,0.25,выпечка;фрукты;снеки;напитки;молочка
u_000046,family_000046,ТС5,зрелые,true,хозяин,none,7,1.43,564.0,0.3,0.05,мясо;гигиена;овощи;фрукты;хлеб
u_000047,family_000047,ТС5,молодёжь,true,хозяин,none,6,1.16,564.0,0.3,0.05,напитки;молочка;фрукты;готовая еда;выпечка
u_000048,family_000048,ТС5,молодёжь,true,хозяин,none,1,0.55,564.0,0.3,0.05,выпечка;молочка;готовая еда;снеки;напитки
u_000049,family_000049,ТСЧ,дети до 3,true,охотник,1-2,16,2.1,853.2,0.5,0.25,детская гигиена;подгузники;фрукты;хлеб;детские каши
u_000050,family_000050,ТС5,старшие,true,хозяин,none,2,3.11,564.0,0.3,0.05,молочка;хлеб;крупы;творог;овощи
u_000051,family_000051,ТСЧ,старшие,true,охотник,none,17,2.85,711.0,0.5,0.25,творог;хлеб;крупы;овощи;рыба
u_000052,family_000052,ТС5,зрелые,true,охотник,none,9,1.77,564.0,0.5,0.25,мясо;фрукты;хлеб;овощи;гигиена
u_000053,family_000053,ТС5,молодёжь,true,хозяин,none,11,1.39,564.0,0.3,0.05,готовая еда;снеки;молочка;фрукты;выпечка
u_000054,family_000054,ТС5,зрелые,true,хозяин,none,14,1.33,564.0,0.3,0.05,фрукты;гигиена;молочка;хлеб;крупы
u_000055,family_000055,ТС5,зрелые,true,категорийный,none,1,1.86,564.0,0.3,0.05,гигиена;мясо;фрукты;крупы;молочка
u_000056,family_000056,ТСЧ,вредные привычки,true,хозяин,none,14,1.34,711.0,0.3,0.05,крупы;мясо;гигиена;хлеб;фрукты
u_000057,family_000057,ТС5,дети до 3,true,хозяин,9-12,13,2.59,676.8,0.3,0.05,детские каши;детская гигиена;подгузники;фрукты;хлеб
u_000058,family_000058,ТС5,дети до 3,true,категорийный,6-9,2,1.89,676.8,0.3,0.05,молочка;детская гигиена;детские каши;фрукты;хлеб
u_000059,family_000059,ТСХ,дети до 3,true,охотник,1-2,9,2.75,1053.6,0.5,0.25,детские каши;подгузники;фрукты;детская гигиена;хлеб
u_000060,family_000060,ТС5,зрелые,true,охотник,none,1,1.95,564.0,0.5,0.25,хлеб;молочка;мясо;гигиена;крупы
u_000061,family_000061,ТС5,дети до 3,true,охотник,6-9,15,2.55,676.8,0.5,0.25,молочка;детская гигиена;подгузники;детские каши;фрукты
u_000062,family_000062,ТС5,молодёжь,true,хозяин,none,13,0.9,564.0,0.3,0.05,фрукты;снеки;готовая еда;напитки;выпечка
u_000063,family_000063,ТС5,зрелые,true,охотник,none,20,1.81,564.0,0.5,0.25,гигиена;мясо;молочка;овощи;фрукты
u_000064,family_000064,ТС5,вредные привычки,true,хозяин,none,11,0.81,564.0,0.3,0.05,фрукты;гигиена;молочка;крупы;хлеб
u_000065,family_000065,ТС5,зрелые,true,охотник,none,14,1.18,564.0,0.5,0.25,мясо;крупы;овощи;фрукты;хлеб
u_000066,family_000066,ТС5,зрелые,true,хозяин,none,8,1.83,564.0,0.3,0.05,молочка;овощи;фрукты;хлеб;мясо
u_000067,family_000067,ТС5,дети до 3,true,хозяин,1-2,11,1.77,676.8,0.3,0.05,детская гигиена;молочка;фрукты;хлеб;детские каши
u_000068,family_000068,ТСЧ,зрелые,true,хозяин,none,1,1.52,711.0,0.3,0.05,хлеб;молочка;гигиена;фрукты;мясо
u_000069,family_000069,ТС5,молодёжь,true,хозяин,none,16,0.95,564.0,0.3,0.05,готовая еда;фрукты;напитки;молочка;снеки
u_000070,family_000070,ТС5,молодёжь,true,хозяин,none,16,1.05,564.0,0.3,0.05,напитки;выпечка;фрукты;снеки;молочка
u_000071,family_000071,ТС5,молодёжь,true,хозяин,none,7,0.82,564.0,0.3,0.05,фрукты;молочка;снеки;готовая еда;напитки
u_000072,family_000072,ТСХ,молодёжь,true,хозяин,none,17,1.1,878.0,0.3,0.05,готовая еда;снеки;напитки;фрукты;молочка
u_000073,family_000073,ТС5,молодёжь,true,хозяин,none,9,0.55,564.0,0.3,0.05,готовая еда;молочка;напитки;выпечка;фрукты
u_000074,family_000074,ТС5,зрелые,true,хозяин,none,1,1.57,564.0,0.3,0.05,фрукты;гигиена;крупы;овощи;молочка
u_000075,family_000075,ТСЧ,молодёжь,true,охотник,none,4,1.32,711.0,0.5,0.25,выпечка;фрукты;готовая еда;напитки;молочка
u_000076,family_000076,ТС5,зрелые,true,категорийный,none,3,1.99,564.0,0.3,0.05,молочка;мясо;фрукты;хлеб;овощи
u_000077,family_000077,ТС5,старшие,true,хозяин,none,19,3.98,564.0,0.3,0.05,овощи;творог;молочка;рыба;хлеб
u_000078,family_000078,ТСЧ,молодёжь,true,хозяин,none,3,0.66,711.0,0.3,0.05,снеки;молочка;готовая еда;выпечка;напитки
u_000079,family_000079,ТС5,зрелые,true,хозяин,none,2,1.23,564.0,0.3,0.05,крупы;овощи;фрукты;молочка;гигиена
u_000080,family_000080,ТС5,молодёжь,true,охотник,none,19,1.16,564.0,0.5,0.25,снеки;выпечка;готовая еда;напитки;молочка
u_000081,family_000081,ТС5,старшие,true,охотник,none,3,2.12,564.0,0.5,0.25,овощи;творог;рыба;крупы;молочка
u_000082,family_000082,ТС5,молодёжь,true,хозяин,none,9,1.0,564.0,0.3,0.05,выпечка;фрукты;готовая еда;напитки;молочка
u_000083,family_000083,ТСЧ,зрелые,true,охотник,none,1,1.09,711.0,0.5,0.25,крупы;мясо;гигиена;молочка;овощи
u_000084,family_000084,ТСЧ,дети до 3,true,охотник,6-9,16,2.28,853.2,0.5,0.25,детские каши;молочка;детская гигиена;фрукты;хлеб
u_000085,family_000085,ТС5,дети до 3,true,хозяин,9-12,14,2.0,676.8,0.3,0.05,хлеб;подгузники;детская гигиена;детские каши;молочка
u_000086,family_000086,ТС5,молодёжь,true,категорийный,none,18,0.54,564.0,0.3,0.05,готовая еда;напитки;молочка;снеки;фрукты
u_000087,family_000087,ТСЧ,дети до 3,true,охотник,0-6,18,2.19,853.2,0.5,0.25,подгузники;детская гигиена;молочка;детские каши;фрукты
u_000088,family_000088,ТС5,зрелые,true,хозяин,none,18,1.13,564.0,0.3,0.05,овощи;фрукты;крупы;молочка;мясо
u_000089,family_000089,ТСЧ,зрелые,true,хозяин,none,6,1.31,711.0,0.3,0.05,молочка;мясо;фрукты;гигиена;крупы
u_000090,family_000090,ТСЧ,старшие,true,хозяин,none,4,3.3,711.0,0.3,0.05,крупы;хлеб;овощи;творог;рыба
u_000091,family_000091,ТС5,дети до 3,true,хозяин,1-2,18,1.72,676.8,0.3,0.05,детская гигиена;фрукты;хлеб;подгузники;детские каши
u_000092,family_000092,ТСХ,зрелые,true,хозяин,none,17,1.27,878.0,0.3,0.05,молочка;овощи;крупы;фрукты;гигиена
u_000093,family_000093,ТС5,дети до 3,true,хозяин,2-3,13,2.18,676.8,0.3,0.05,молочка;детская гигиена;фрукты;хлеб;детские каши
u_000094,family_000094,ТС5,зрелые,true,хозяин,none,16,1.71,564.0,0.3,0.05,гигиена;фрукты;крупы;хлеб;мясо
u_000095,family_000095,ТСЧ,молодёжь,true,категорийный,none,11,1.37,711.0,0.3,0.05,выпечка;готовая еда;фрукты;молочка;напитки
u_000096,family_000096,ТС5,дети до 3,true,хозяин,1-2,9,2.01,676.8,0.3,0.05,хлеб;детские каши;подгузники;детская гигиена;молочка
u_000097,family_000097,ТСЧ,зрелые,true,охотник,none,16,1.87,711.0,0.5,0.25,молочка;мясо;гигиена;хлеб;овощи
u_000098,family_000098,ТС5,молодёжь,true,хозяин,none,3,0.93,564.0,0.3,0.05,готовая еда;фрукты;выпечка;молочка;снеки
u_000099,family_000099,ТСЧ,молодёжь,true,охотник,none,10,0.86,711.0,0.5,0.25,выпечка;снеки;молочка;напитки;фрукты
u_000100,family_000100,ТС5,зрелые,true,хозяин,none,3,1.61,564.0,0.3,0.05,фрукты;мясо;хлеб;гигиена;овощи
u_000101,family_000101,ТС5,дети до 3,true,хозяин,9-12,1,2.85,676.8,0.3,0.05,детские каши;молочка;детская гигиена;подгузники;хлеб
u_000102,family_000102,ТСЧ,старшие,true,хозяин,none,14,3.38,711.0,0.3,0.05,хлеб;овощи;крупы;рыба;творог
u_000103,family_000103,ТС5,вредные привычки,true,хозяин,none,10,1.79,564.0,0.3,0.05,овощи;молочка;фрукты;гигиена;крупы
u_000104,family_000104,ТС5,зрелые,true,охотник,none,2,1.91,564.0,0.5,0.25,крупы;фрукты;овощи;хлеб;мясо
u_000105,family_000105,ТСЧ,молодёжь,true,хозяин,none,9,1.18,711.0,0.3,0.05,фрукты;снеки;готовая еда;напитки;выпечка
u_000106,family_000106,ТС5,дети до 3,true,охотник,6-9,3,2.86,676.8,0.5,0.25,молочка;детские каши;детская гигиена;подгузники;хлеб
u_000107,family_000107,ТСХ,зрелые,true,хозяин,none,17,1.91,878.0,0.3,0.05,гигиена;хлеб;овощи;фрукты;крупы
u_000108,family_000108,ТСХ,дети до 3,true,хозяин,0-6,5,2.63,1053.6,0.3,0.05,детская гигиена;детские каши;молочка;подгузники;хлеб
u_000109,family_000109,ТС5,дети до 3,true,хозяин,9-12,19,2.07,676.8,0.3,0.05,хлеб;молочка;подгузники;фрукты;детские каши
u_000110,family_000110,ТС5,дети до 3,true,категорийный,9-12,20,1.83,676.8,0.3,0.05,подгузники;детские каши;молочка;фрукты;детская гигиена
u_000111,family_000111,ТС5,молодёжь,true,хозяин,none,16,0.62,564.0,0.3,0.05,снеки;молочка;фрукты;выпечка;напитки
u_000112,family_000112,ТС5,старшие,true,охотник,none,18,2.84,564.0,0.5,0.25,рыба;крупы;хлеб;овощи;молочка
u_000113,family_000113,ТСЧ,зрелые,true,категорийный,none,9,1.03,711.0,0.3,0.05,овощи;хлеб;фрукты;мясо;молочка
u_000114,family_000114,ТСЧ,молодёжь,true,охотник,none,18,1.4,711.0,0.5,0.25,фрукты;напитки;готовая еда;снеки;молочка
u_000115,family_000115,ТС5,молодёжь,true,охотник,none,15,0.59,564.0,0.5,0.25,снеки;молочка;готовая еда;выпечка;фрукты
u_000116,family_000116,ТС5,молодёжь,true,хозяин,none,3,1.33,564.0,0.3,0.05,молочка;снеки;фрукты;готовая еда;выпечка
u_000117,family_000117,ТСХ,зрелые,true,хозяин,none,9,1.86,878.0,0.3,0.05,хлеб;гигиена;мясо;овощи;молочка
u_000118,family_000118,ТС5,зрелые,true,хозяин,none,12,1.79,564.0,0.3,0.05,хлеб;мясо;овощи;молочка;фрукты
u_000119,family_000119,ТС5,молодёжь,true,хозяин,none,4,1.25,564.0,0.3,0.05,выпечка;фрукты;напитки;молочка;готовая еда
u_000120,family_000120,ТС5,молодёжь,true,охотник,none,17,0.8,564.0,0.5,0.25,фрукты;готовая еда;молочка;снеки;напитки
u_000121,family_000121,ТС5,молодёжь,true,охотник,none,15,0.57,564.0,0.5,0.25,готовая еда;напитки;снеки;фрукты;молочка
u_000122,family_000122,ТС5,дети до 3,true,охотник,9-12,13,2.99,676.8,0.5,0.25,фрукты;молочка;детские каши;хлеб;детская гигиена
u_000123,family_000123,ТС5,зрелые,true,охотник,none,18,1.72,564.0,0.5,0.25,хлеб;фрукты;крупы;гигиена;мясо
u_000124,family_000124,ТС5,дети до 3,true,хозяин,0-6,11,2.14,676.8,0.3,0.05,хлеб;молочка;фрукты;подгузники;детская гигиена
u_000125,family_000125,ТС5,зрелые,true,хозяин,none,4,1.74,564.0,0.3,0.05,овощи;хлеб;мясо;молочка;гигиена
u_000126,family_000126,ТСЧ,дети до 3,true,охотник,1-2,12,2.81,853.2,0.5,0.25,детские каши;подгузники;молочка;хлеб;детская гигиена
u_000127,family_000127,ТС5,дети до 3,true,хозяин,1-2,8,2.77,676.8,0.3,0.05,молочка;фрукты;хлеб;подгузники;детская гигиена
u_000128,family_000128,ТС5,зрелые,true,охотник,none,20,1.61,564.0,0.5,0.25,крупы;мясо;молочка;овощи;гигиена
u_000129,family_000129,ТС5,зрелые,true,хозяин,none,11,1.35,564.0,0.3,0.05,хлеб;гигиена;мясо;фрукты;молочка
u_000130,family_000130,ТС5,дети до 3,true,хозяин,2-3,7,2.06,676.8,0.3,0.05,детские каши;молочка;детская гигиена;хлеб;фрукты
u_000131,family_000131,ТСХ,зрелые,true,хозяин,none,3,1.88,878.0,0.3,0.05,хлеб;гигиена;мясо;молочка;овощи
u_000132,family_000132,ТС5,дети до 3,true,хозяин,2-3,15,2.12,676.8,0.3,0.05,детская гигиена;фрукты;подгузники;хлеб;молочка
u_000133,family_000133,ТС5,дети до 3,true,охотник,2-3,10,1.57,676.8,0.5,0.25,детские каши;фрукты;подгузники;хлеб;молочка
u_000134,family_000134,ТС5,молодёжь,true,хозяин,none,9,0.79,564.0,0.3,0.05,готовая еда;фрукты;выпечка;напитки;снеки
u_000135,family_000135,ТС5,вредные привычки,true,охотник,none,17,1.36,564.0,0.5,0.25,крупы;овощи;молочка;фрукты;гигиена
u_000136,family_000136,ТС5,молодёжь,true,категорийный,none,11,1.08,564.0,0.3,0.05,молочка;выпечка;фрукты;снеки;готовая еда
u_000137,family_000137,ТС5,старшие,true,хозяин,none,20,2.92,564.0,0.3,0.05,рыба;овощи;молочка;крупы;хлеб
u_000138,family_000138,ТС5,дети до 3,true,охотник,1-2,10,2.62,676.8,0.5,0.25,детская гигиена;молочка;хлеб;подгузники;фрукты
u_000139,family_000139,ТС5,молодёжь,true,охотник,none,12,1.23,564.0,0.5,0.25,фрукты;снеки;молочка;готовая еда;напитки
u_000140,family_000140,ТС5,молодёжь,true,хозяин,none,3,0.68,564.0,0.3,0.05,фрукты;выпечка;молочка;напитки;снеки
u_000141,family_000141,ТС5,зрелые,true,охотник,none,20,1.32,564.0,0.5,0.25,крупы;овощи;хлеб;фрукты;молочка
u_000142,family_000142,ТС5,дети до 3,true,охотник,2-3,2,2.03,676.8,0.5,0.25,подгузники;молочка;детские каши;детская гигиена;хлеб
u_000143,family_000143,ТС5,зрелые,true,хозяин,none,3,1.62,564.0,0.3,0.05,мясо;фрукты;крупы;молочка;хлеб
u_000144,family_000144,ТСЧ,дети до 3,true,хозяин,2-3,16,2.25,853.2,0.3,0.05,подгузники;детские каши;хлеб;детская гигиена;фрукты
u_000145,family_000145,ТС5,молодёжь,true,хозяин,none,15,1.49,564.0,0.3,0.05,молочка;фрукты;снеки;выпечка;напитки
u_000146,family_000146,ТСЧ,дети до 3,true,охотник,2-3,2,2.68,853.2,0.5,0.25,хлеб;молочка;подгузники;детская гигиена;детские каши
u_000147,family_000147,ТС5,вредные привычки,true,хозяин,none,20,1.67,564.0,0.3,0.05,овощи;молочка;мясо;хлеб;фрукты
u_000148,family_000148,ТС5,дети до 3,true,охотник,6-9,20,2.56,676.8,0.5,0.25,подгузники;молочка;детские каши;фрукты;детская гигиена
u_000149,family_000149,ТСЧ,зрелые,true,охотник,none,17,1.09,711.0,0.5,0.25,крупы;фрукты;мясо;овощи;молочка
u_000150,family_000150,ТС5,молодёжь,true,хозяин,none,16,0.69,564.0,0.3,0.05,снеки;фрукты;готовая еда;молочка;выпечка
u_000151,family_000151,ТС5,дети до 3,true,охотник,2-3,2,2.49,676.8,0.5,0.25,фрукты;детская гигиена;детские каши;подгузники;молочка
u_000152,family_000152,ТС5,зрелые,true,охотник,none,6,1.72,564.0,0.5,0.25,молочка;фрукты;овощи;хлеб;крупы
u_000153,family_000153,ТС5,зрелые,true,охотник,none,8,1.53,564.0,0.5,0.25,овощи;фрукты;хлеб;гигиена;крупы
u_000154,family_000154,ТСЧ,старшие,true,хозяин,none,10,3.56,711.0,0.3,0.05,творог;рыба;хлеб;молочка;овощи
u_000155,family_000155,ТСЧ,молодёжь,true,хозяин,none,16,1.37,711.0,0.3,0.05,молочка;готовая еда;фрукты;снеки;выпечка
u_000156,family_000156,ТСХ,молодёжь,true,категорийный,none,5,1.33,878.0,0.3,0.05,готовая еда;снеки;выпечка;молочка;фрукты
u_000157,family_000157,ТС5,вредные привычки,true,хозяин,none,13,1.79,564.0,0.3,0.05,овощи;хлеб;молочка;гигиена;мясо
u_000158,family_000158,ТСЧ,зрелые,true,охотник,none,5,1.04,711.0,0.5,0.25,гигиена;фрукты;хлеб;крупы;мясо
u_000159,family_000159,ТС5,старшие,true,хозяин,none,7,3.67,564.0,0.3,0.05,творог;рыба;хлеб;молочка;крупы
u_000160,family_000160,ТС5,молодёжь,true,хозяин,none,20,0.96,564.0,0.3,0.05,готовая еда;выпечка;фрукты;напитки;молочка
u_000161,family_000161,ТСХ,молодёжь,true,хозяин,none,12,0.74,878.0,0.3,0.05,выпечка;снеки;готовая еда;напитки;молочка
u_000162,family_000162,ТС5,дети до 3,true,охотник,2-3,18,1.53,676.8,0.5,0.25,детские каши;подгузники;хлеб;детская гигиена;молочка
u_000163,family_000163,ТСХ,дети до 3,true,хозяин,6-9,4,2.66,1053.6,0.3,0.05,хлеб;молочка;детская гигиена;подгузники;детские каши
u_000164,family_000164,ТС5,зрелые,true,хозяин,none,15,1.98,564.0,0.3,0.05,фрукты;крупы;хлеб;мясо;молочка
u_000165,family_000165,ТСХ,старшие,true,хозяин,none,7,2.09,878.0,0.3,0.05,крупы;молочка;овощи;рыба;хлеб
u_000166,family_000166,ТСЧ,дети до 3,true,хозяин,6-9,10,2.04,853.2,0.3,0.05,подгузники;молочка;фрукты;хлеб;детская гигиена
u_000167,family_000167,ТС5,вредные привычки,true,хозяин,none,13,1.14,564.0,0.3,0.05,хлеб;фрукты;крупы;овощи;мясо
u_000168,family_000168,ТС5,молодёжь,true,хозяин,none,14,1.1,564.0,0.3,0.05,снеки;молочка;напитки;фрукты;готовая еда
u_000169,family_000169,ТС5,дети до 3,true,хозяин,2-3,14,1.75,676.8,0.3,0.05,детские каши;молочка;хлеб;подгузники;детская гигиена
u_000170,family_000170,ТС5,дети до 3,true,охотник,0-6,3,2.51,676.8,0.5,0.25,детские каши;молочка;детская гигиена;подгузники;фрукты
u_000171,family_000171,ТСЧ,зрелые,true,хозяин,none,5,1.07,711.0,0.3,0.05,гигиена;крупы;овощи;мясо;хлеб
u_000172,family_000172,ТСЧ,молодёжь,true,хозяин,none,15,1.45,711.0,0.3,0.05,напитки;выпечка;готовая еда;фрукты;молочка
u_000173,family_000173,ТС5,вредные привычки,true,охотник,none,8,1.76,564.0,0.5,0.25,молочка;крупы;хлеб;фрукты;овощи
u_000174,family_000174,ТС5,дети до 3,true,хозяин,9-12,15,1.82,676.8,0.3,0.05,фрукты;молочка;детские каши;подгузники;хлеб
u_000175,family_000175,ТС5,молодёжь,true,хозяин,none,15,1.5,564.0,0.3,0.05,фрукты;напитки;молочка;выпечка;готовая еда
u_000176,family_000176,ТС5,молодёжь,true,хозяин,none,6,1.21,564.0,0.3,0.05,фрукты;снеки;напитки;выпечка;готовая еда
u_000177,family_000177,ТС5,молодёжь,true,хозяин,none,16,0.53,564.0,0.3,0.05,молочка;фрукты;напитки;снеки;готовая еда
u_000178,family_000178,ТС5,молодёжь,true,хозяин,none,16,1.03,564.0,0.3,0.05,выпечка;молочка;готовая еда;фрукты;снеки
u_000179,family_000179,ТС5,дети до 3,true,охотник,9-12,5,2.82,676.8,0.5,0.25,фрукты;хлеб;детская гигиена;подгузники;детские каши
u_000180,family_000180,ТС5,зрелые,true,охотник,none,17,1.15,564.0,0.5,0.25,хлеб;гигиена;овощи;крупы;фрукты
u_000181,family_000181,ТСЧ,дети до 3,true,хозяин,0-6,9,1.79,853.2,0.3,0.05,фрукты;молочка;детская гигиена;хлеб;детские каши
u_000182,family_000182,ТС5,молодёжь,true,охотник,none,19,1.44,564.0,0.5,0.25,снеки;фрукты;напитки;выпечка;готовая еда
u_000183,family_000183,ТСЧ,молодёжь,true,хозяин,none,19,0.76,711.0,0.3,0.05,снеки;молочка;выпечка;напитки;готовая еда
u_000184,family_000184,ТС5,дети до 3,true,хозяин,9-12,16,1.87,676.8,0.3,0.05,хлеб;детские каши;молочка;детская гигиена;подгузники
u_000185,family_000185,ТС5,молодёжь,true,хозяин,none,15,0.7,564.0,0.3,0.05,молочка;снеки;напитки;выпечка;фрукты
u_000186,family_000186,ТСХ,зрелые,true,категорийный,none,5,1.76,878.0,0.3,0.05,мясо;гигиена;молочка;овощи;крупы
u_000187,family_000187,ТС5,молодёжь,true,хозяин,none,4,0.55,564.0,0.3,0.05,выпечка;молочка;фрукты;готовая еда;напитки
u_000188,family_000188,ТСЧ,старшие,true,охотник,none,7,3.53,711.0,0.5,0.25,хлеб;творог;рыба;крупы;овощи
u_000189,family_000189,ТС5,молодёжь,true,хозяин,none,15,1.47,564.0,0.3,0.05,снеки;молочка;напитки;готовая еда;выпечка
u_000190,family_000190,ТС5,дети до 3,true,категорийный,1-2,10,2.31,676.8,0.3,0.05,подгузники;детские каши;детская гигиена;фрукты;молочка
u_000191,family_000191,ТСХ,дети до 3,true,хозяин,2-3,18,1.79,1053.6,0.3,0.05,фрукты;молочка;подгузники;детская гигиена;хлеб
u_000192,family_000192,ТСХ,молодёжь,true,категорийный,none,20,0.62,878.0,0.3,0.05,готовая еда;выпечка;напитки;снеки;молочка
