receipt_id,family_id,user_id,week,network_home,check_total_rub,savings_rub,items_count
r_00000128,family_000007,u_000007,2026-W29,ТСХ,488.82,42.11,8
r_00000129,family_000007,u_000007,2026-W29,ТСХ,838.79,114.87,11
r_00000130,family_000007,u_000007,2026-W30,ТСХ,711.53,166.91,8
r_00000131,family_000007,u_000007,2026-W30,ТСХ,751.59,88.53,8
r_00000132,family_000007,u_000007,2026-W30,ТСХ,771.10,47.65,5
r_00000133,family_000007,u_000007,2026-W31,ТСХ,941.04,54.05,5
r_00000134,family_000007,u_000007,2026-W31,ТСХ,588.72,67.41,9
r_00000135,family_000007,u_000007,2026-W31,ТСХ,1045.98,71.31,7
r_00000136,family_000007,u_000007,2026-W32,ТСХ,802.09,132.79,10
r_00000137,family_000007,u_000007,2026-W32,ТСХ,963.79,144.40,11
r_00000138,family_000007,u_000007,2026-W32,ТСХ,670.77,32.73,5
r_00000139,family_000007,u_000007,2026-W33,ТСХ,1012.54,116.49,10
r_00000140,family_000007,u_000007,2026-W33,ТСХ,806.37,117.53,5
r_00000141,family_000007,u_000007,2026-W33,ТСХ,847.90,52.79,9
r_00000142,family_000007,u_000007,2026-W34,ТСХ,852.80,80.95,7
r_00000143,family_000007,u_000007,2026-W34,ТСХ,664.71,32.64,7
r_00000144,family_000007,u_000007,2026-W35,ТСХ,928.21,97.27,6
r_00000145,family_000007,u_000007,2026-W35,ТСХ,662.36,71.06,11
r_00000146,family_000007,u_000007,2026-W35,ТСХ,741.42,103.72,6
r_00000147,family_000007,u_000007,2026-W36,ТСХ,684.39,89.78,7
r_00000148,family_000007,u_000007,2026-W36,ТСХ,1115.58,141.42,11
r_00000149,family_000007,u_000007,2026-W36,ТСХ,760.70,102.93,8
r_00000150,family_000008,u_000008,2026-W25,ТС5,582.34,11.49,5
r_00000151,family_000008,u_000008,2026-W26,ТС5,541.61,10.76,9
r_00000152,family_000008,u_000008,2026-W26,ТС5,348.33,21.50,11
r_00000153,family_000008,u_000008,2026-W27,ТС5,661.73,0.00,8
r_00000154,family_000008,u_000008,2026-W28,ТС5,538.05,29.90,6
r_00000155,family_000008,u_000008,2026-W29,ТС5,525.61,36.61,8
r_00000156,family_000008,u_000008,2026-W30,ТС5,567.87,19.91,8
r_00000157,family_000008,u_000008,2026-W31,ТС5,441.18,15.00,5
r_00000158,family_000008,u_000008,2026-W32,ТС5,590.96,21.59,6
r_00000159,family_000008,u_000008,2026-W33,ТС5,413.63,14.53,6
r_00000160,family_000008,u_000008,2026-W33,ТС5,439.51,23.99,10
r_00000161,family_000008,u_000008,2026-W34,ТС5,420.77,27.04,6
r_00000162,family_000008,u_000008,2026-W35,ТС5,772.41,7.35,10
r_00000163,family_000008,u_000008,2026-W35,ТС5,731.53,41.37,9
r_00000164,family_000008,u_000008,2026-W36,ТС5,597.19,43.21,8
r_00000165,family_000009,u_000009,2026-W25,ТС5,378.97,8.52,7
r_00000166,family_000009,u_000009,2026-W25,ТС5,443.24,168.56,5
r_00000167,family_000009,u_000009,2026-W26,ТС5,423.16,42.25,9
r_00000168,family_000009,u_000009,2026-W26,ТС5,620.79,128.94,9
r_00000169,family_000009,u_000009,2026-W27,ТС5,746.78,51.73,9
r_00000170,family_000009,u_000009,2026-W27,ТС5,596.78,81.08,11
r_00000171,family_000009,u_000009,2026-W28,ТС5,562.42,0.00,5
r_00000172,family_000009,u_000009,2026-W28,ТС5,510.57,77.97,10
r_00000173,family_000009,u_000009,2026-W29,ТС5,454.72,36.97,7
r_00000174,family_000009,u_000009,2026-W29,ТС5,513.22,73.74,11
r_00000175,family_000009,u_000009,2026-W30,ТС5,556.40,43.69,6
r_00000176,family_000009,u_000009,2026-W30,ТС5,466.57,88.29,5
r_00000177,family_000009,u_000009,2026-W30,ТС5,437.62,88.63,6
r_00000178,family_000009,u_000009,2026-W31,ТС5,428.29,109.12,11
r_00000179,family_000009,u_000009,2026-W31,ТС5,586.36,37.66,7
r_00000180,family_000009,u_000009,2026-W32,ТС5,470.14,41.88,5
r_00000181,family_000009,u_000009,2026-W32,ТС5,228.71,70.99,9
r_00000182,family_000009,u_000009,2026-W32,ТС5,395.02,8.47,5
r_00000183,family_000009,u_000009,2026-W33,ТС5,570.50,38.03,7
r_00000184,family_000009,u_000009,2026-W33,ТС5,555.35,67.24,10
r_00000185,family_000009,u_000009,2026-W33,ТС5,542.04,96.87,7
r_00000186,family_000009,u_000009,2026-W34,ТС5,417.27,67.43,10
r_00000187,family_000009,u_000009,2026-W34,ТС5,510.22,71.36,9
r_00000188,family_000009,u_000009,2026-W35,ТС5,434.53,39.23,11
r_00000189,family_000009,u_000009,2026-W35,ТС5,511.31,90.45,6
r_00000190,family_000009,u_000009,2026-W36,ТС5,681.16,44.18,10
r_00000191,family_000009,u_000009,2026-W36,ТС5,575.92,39.27,7
r_00000192,family_000009,u_000009,2026-W36,ТС5,639.58,52.69,7
r_00000193,family_000009,u_000009,2026-W36,ТС5,398.21,31.07,7
r_00000194,family_000010,u_000010,2026-W25,ТС5,645.03,24.40,10
r_00000195,family_000010,u_000010,2026-W26,ТС5,612.76,34.38,8
r_00000196,family_000010,u_000010,2026-W26,ТС5,421.01,20.58,6
r_00000197,family_000010,u_000010,2026-W27,ТС5,503.82,72.46,8
r_00000198,family_000010,u_000010,2026-W29,ТС5,746.70,0.00,6
r_00000199,family_000010,u_000010,2026-W29,ТС5,563.53,13.99,10
r_00000200,family_000010,u_000010,2026-W30,ТС5,371.45,21.50,9
r_00000201,family_000010,u_000010,2026-W31,ТС5,540.62,30.91,10
r_00000202,family_000010,u_000010,2026-W32,ТС5,523.21,7.42,11
r_00000203,family_000010,u_000010,2026-W33,ТС5,567.30,44.69,11
r_00000204,family_000010,u_000010,2026-W33,ТС5,611.87,25.19,8
r_00000205,family_000010,u_000010,2026-W34,ТС5,527.34,24.98,8
r_00000206,family_000010,u_000010,2026-W35,ТС5,534.71,8.25,7
r_00000207,family_000010,u_000010,2026-W36,ТС5,624.60,29.70,7
r_00000208,family_000010,u_000010,2026-W36,ТС5,436.89,17.86,6
r_00000209,family_000011,u_000011,2026-W25,ТС5,552.67,78.02,7
r_00000210,family_000011,u_000011,2026-W28,ТС5,456.98,65.54,9
r_00000211,family_000011,u_000011,2026-W29,ТС5,488.12,97.13,11
r_00000212,family_000011,u_000011,2026-W30,ТС5,456.94,65.98,10
r_00000213,family_000011,u_000011,2026-W31,ТС5,589.80,36.43,8
r_00000214,family_000011,u_000011,2026-W33,ТС5,457.19,46.32,9
r_00000215,family_000011,u_000011,2026-W34,ТС5,561.21,77.51,5
r_00000216,family_000011,u_000011,2026-W35,ТС5,492.92,114.64,5
r_00000217,family_000011,u_000011,2026-W36,ТС5,334.94,85.74,11
r_00000218,family_000012,u_000012,2026-W25,ТСЧ,694.04,21.53,5
r_00000219,family_000012,u_000012,2026-W26,ТСЧ,824.57,74.74,6
r_00000220,family_000012,u_000012,2026-W27,ТСЧ,904.87,103.15,11
r_00000221,family_000012,u_000012,2026-W27,ТСЧ,507.48,33.05,11
r_00000222,family_000012,u_000012,2026-W28,ТСЧ,898.95,35.60,5
r_00000223,family_000012,u_000012,2026-W28,ТСЧ,837.24,6.69,11
r_00000224,family_000012,u_000012,2026-W28,ТСЧ,748.27,27.14,5
r_00000225,family_000012,u_000012,2026-W29,ТСЧ,773.31,46.82,9
r_00000226,family_000012,u_000012,2026-W30,ТСЧ,488.89,0.00,8
r_00000227,family_000012,u_000012,2026-W30,ТСЧ,616.29,22.78,11
r_00000228,family_000012,u_000012,2026-W31,ТСЧ,628.12,40.08,8
r_00000229,family_000012,u_000012,2026-W32,ТСЧ,517.26,46.77,10
r_00000230,family_000012,u_000012,2026-W33,ТСЧ,605.56,65.60,11
r_00000231,family_000012,u_000012,2026-W34,ТСЧ,641.07,0.00,7
r_00000232,family_000012,u_000012,2026-W35,ТСЧ,681.33,9.46,5
r_00000233,family_000012,u_000012,2026-W35,ТСЧ,489.32,18.09,11
r_00000234,family_000012,u_000012,2026-W36,ТСЧ,550.72,0.00,6
r_00000235,family_000013,u_000013,2026-W25,ТС5,511.07,22.12,8
r_00000236,family_000013,u_000013,2026-W25,ТС5,680.71,47.46,8
r_00000237,family_000013,u_000013,2026-W25,ТС5,915.63,12.42,8
r_00000238,family_000013,u_000013,2026-W26,ТС5,722.78,54.95,11
r_00000239,family_000013,u_000013,2026-W26,ТС5,806.05,37.20,7
r_00000240,family_000013,u_000013,2026-W26,ТС5,588.47,39.75,11
r_00000241,family_000013,u_000013,2026-W27,ТС5,728.92,17.99,8
r_00000242,family_000013,u_000013,2026-W27,ТС5,713.14,24.34,7
r_00000243,family_000013,u_000013,2026-W28,ТС5,718.60,50.76,6
r_00000244,family_000013,u_000013,2026-W28,ТС5,762.00,41.64,11
r_00000245,family_000013,u_000013,2026-W28,ТС5,717.48,36.05,10
r_00000246,family_000013,u_000013,2026-W29,ТС5,485.17,33.52,10
r_00000247,family_000013,u_000013,2026-W29,ТС5,840.04,73.39,10
r_00000248,family_000013,u_000013,2026-W29,ТС5,762.16,94.55,8
r_00000249,family_000013,u_000013,2026-W30,ТС5,821.89,56.44,11
r_00000250,family_000013,u_000013,2026-W30,ТС5,546.13,15.27,5
r_00000251,family_000013,u_000013,2026-W30,ТС5,881.73,32.67,6
r_00000252,family_000013,u_000013,2026-W31,ТС5,666.38,23.35,5
r_00000253,family_000013,u_000013,2026-W31,ТС5,592.42,71.53,11
r_00000254,family_000013,u_000013,2026-W31,ТС5,686.65,34.49,8
r_00000255,family_000013,u_000013,2026-W32,ТС5,682.13,19.54,10
r_00000256,family_000013,u_000013,2026-W32,ТС5,614.80,18.95,5
r_00000257,family_000013,u_000013,2026-W32,ТС5,568.69,25.27,8
r_00000258,family_000013,u_000013,2026-W33,ТС5,704.39,0.00,6
r_00000259,family_000013,u_000013,2026-W33,ТС5,435.15,97.07,10
r_00000260,family_000013,u_000013,2026-W33,ТС5,691.37,22.32,11
r_00000261,family_000013,u_000013,2026-W34,ТС5,614.88,51.12,11
r_00000262,family_000013,u_000013,2026-W34,ТС5,659.12,64.32,8
r_00000263,family_000013,u_000013,2026-W34,ТС5,596.11,0.00,7
r_00000264,family_000013,u_000013,2026-W35,ТС5,633.74,56.89,6
r_00000265,family_000013,u_000013,2026-W35,ТС5,543.19,38.16,6
r_00000266,family_000013,u_000013,2026-W35,ТС5,421.07,11.17,10
r_00000267,family_000013,u_000013,2026-W36,ТС5,571.25,43.45,10
r_00000268,family_000013,u_000013,2026-W36,ТС5,513.86,28.37,7
r_00000269,family_000013,u_000013,2026-W36,ТС5,768.49,31.28,7
r_00000270,family_000013,u_000013,2026-W36,ТС5,557.49,17.91,5
r_00000271,family_000014,u_000014,2026-W25,ТС5,912.80,0.00,7
r_00000272,family_000014,u_000014,2026-W25,ТС5,626.90,37.85,10
r_00000273,family_000014,u_000014,2026-W26,ТС5,677.52,35.39,7
r_00000274,family_000014,u_000014,2026-W26,ТС5,598.16,25.31,5
r_00000275,family_000014,u_000014,2026-W27,ТС5,723.44,17.05,11
r_00000276,family_000014,u_000014,2026-W27,ТС5,587.10,38.30,6
r_00000277,family_000014,u_000014,2026-W27,ТС5,827.82,0.00,6
r_00000278,family_000014,u_000014,2026-W28,ТС5,688.05,80.05,5
r_00000279,family_000014,u_000014,2026-W28,ТС5,643.29,34.02,11
r_00000280,family_000014,u_000014,2026-W28,ТС5,605.98,38.25,10
r_00000281,family_000014,u_000014,2026-W29,ТС5,681.63,15.08,11
r_00000282,family_000014,u_000014,2026-W29,ТС5,449.17,39.92,10
r_00000283,family_000014,u_000014,2026-W29,ТС5,658.72,31.60,10
r_00000284,family_000014,u_000014,2026-W30,ТС5,490.18,63.56,6
r_00000285,family_000014,u_000014,2026-W30,ТС5,617.42,56.13,11
r_00000286,family_000014,u_000014,2026-W30,ТС5,519.64,31.38,5
r_00000287,family_000014,u_000014,2026-W31,ТС5,526.14,15.32,11
r_00000288,family_000014,u_000014,2026-W31,ТС5,514.13,53.17,5
r_00000289,family_000014,u_000014,2026-W31,ТС5,676.83,40.75,5
r_00000290,family_000014,u_000014,2026-W32,ТС5,702.90,67.09,7
r_00000291,family_000014,u_000014,2026-W32,ТС5,541.91,23.15,7
r_00000292,family_000014,u_000014,2026-W32,ТС5,653.16,7.99,9
r_00000293,family_000014,u_000014,2026-W33,ТС5,708.54,61.43,11
r_00000294,family_000014,u_000014,2026-W33,ТС5,684.62,0.00,10
r_00000295,family_000014,u_000014,2026-W34,ТС5,497.79,37.44,11
r_00000296,family_000014,u_000014,2026-W34,ТС5,633.95,44.95,9
r_00000297,family_000014,u_000014,2026-W34,ТС5,658.52,46.88,9
r_00000298,family_000014,u_000014,2026-W35,ТС5,443.60,30.94,7
r_00000299,family_000014,u_000014,2026-W35,ТС5,418.18,27.91,11
r_00000300,family_000014,u_000014,2026-W35,ТС5,455.86,58.79,7
r_00000301,family_000014,u_000014,2026-W36,ТС5,664.07,49.74,9
r_00000302,family_000014,u_000014,2026-W36,ТС5,612.03,15.47,7
r_00000303,family_000014,u_000014,2026-W36,ТС5,716.01,45.59,7
r_00000304,family_000015,u_000015,2026-W25,ТС5,652.12,34.74,10
r_00000305,family_000015,u_000015,2026-W25,ТС5,506.18,34.87,9
r_00000306,family_000015,u_000015,2026-W26,ТС5,498.54,20.01,10
r_00000307,family_000015,u_000015,2026-W26,ТС5,481.04,25.02,6
r_00000308,family_000015,u_000015,2026-W27,ТС5,522.32,63.49,5
r_00000309,family_000015,u_000015,2026-W27,ТС5,489.55,53.62,8
r_00000310,family_000015,u_000015,2026-W28,ТС5,608.14,60.96,6
r_00000311,family_000015,u_000015,2026-W28,ТС5,513.47,14.01,10
r_00000312,family_000015,u_000015,2026-W29,ТС5,563.37,27.48,5
r_00000313,family_000015,u_000015,2026-W29,ТС5,402.38,20.24,5
r_00000314,family_000015,u_000015,2026-W30,ТС5,504.42,12.83,5
r_00000315,family_000015,u_000015,2026-W30,ТС5,762.04,33.33,6
r_00000316,family_000015,u_000015,2026-W31,ТС5,717.90,0.00,9
r_00000317,family_000015,u_000015,2026-W31,ТС5,549.51,5.61,7
r_00000318,family_000015,u_000015,2026-W32,ТС5,660.35,23.16,11
r_00000319,family_000015,u_000015,2026-W32,ТС5,654.10,27.37,11
r_00000320,family_000015,u_000015,2026-W33,ТС5,540.68,12.76,8
r_00000321,family_000015,u_000015,2026-W33,ТС5,594.05,69.67,6
r_00000322,family_000015,u_000015,2026-W33,ТС5,575.42,16.67,7
r_00000323,family_000015,u_000015,2026-W34,ТС5,457.92,61.33,8
r_00000324,family_000015,u_000015,2026-W34,ТС5,474.63,15.03,5
r_00000325,family_000015,u_000015,2026-W35,ТС5,576.02,39.60,7
r_00000326,family_000015,u_000015,2026-W35,ТС5,450.14,13.60,9
r_00000327,family_000015,u_000015,2026-W36,ТС5,520.62,53.41,11
r_00000328,family_000015,u_000015,2026-W36,ТС5,436.28,32.02,8
r_00000329,family_000016,u_000016,2026-W25,ТСЧ,521.83,81.14,11
r_00000330,family_000016,u_000016,2026-W26,ТСЧ,783.54,41.67,8
r_00000331,family_000016,u_000016,2026-W26,ТСЧ,569.93,144.17,6
r_00000332,family_000016,u_000016,2026-W26,ТСЧ,787.32,109.22,7
r_00000333,family_000016,u_000016,2026-W27,ТСЧ,538.51,34.17,5
r_00000334,family_000016,u_000016,2026-W27,ТСЧ,868.17,47.12,8
r_00000335,family_000016,u_000016,2026-W28,ТСЧ,310.42,59.80,9
r_00000336,family_000016,u_000016,2026-W28,ТСЧ,694.61,128.83,7
r_00000337,family_000016,u_000016,2026-W29,ТСЧ,570.09,105.70,8
r_00000338,family_000016,u_000016,2026-W29,ТСЧ,443.24,47.52,6
r_00000339,family_000016,u_000016,2026-W29,ТСЧ,715.94,105.61,11
r_00000340,family_000016,u_000016,2026-W30,ТСЧ,486.74,95.09,9
r_00000341,family_000016,u_000016,2026-W30,ТСЧ,519.37,34.03,8
r_00000342,family_000016,u_000016,2026-W30,ТСЧ,597.72,63.38,10
r_00000343,family_000016,u_000016,2026-W31,ТСЧ,792.13,31.65,10
r_00000344,family_000016,u_000016,2026-W31,ТСЧ,571.12,78.92,11
r_00000345,family_000016,u_000016,2026-W31,ТСЧ,601.66,46.38,9
r_00000346,family_000016,u_000016,2026-W32,ТСЧ,747.23,33.21,7
r_00000347,family_000016,u_000016,2026-W32,ТСЧ,692.24,24.26,6
r_00000348,family_000016,u_000016,2026-W33,ТСЧ,698.98,80.53,8
r_00000349,family_000016,u_000016,2026-W33,ТСЧ,750.29,47.55,7
r_00000350,family_000016,u_000016,2026-W34,ТСЧ,701.22,54.58,6
r_00000351,family_000016,u_000016,2026-W34,ТСЧ,469.54,78.92,9
r_00000352,family_000016,u_000016,2026-W34,ТСЧ,676.98,37.27,11
r_00000353,family_000016,u_000016,2026-W34,ТСЧ,348.51,33.94,8
r_00000354,family_000016,u_000016,2026-W35,ТСЧ,665.93,112.06,5
r_00000355,family_000016,u_000016,2026-W35,ТСЧ,645.11,21.61,6
r_00000356,family_000016,u_000016,2026-W36,ТСЧ,732.07,95.11,10
r_00000357,family_000016,u_000016,2026-W36,ТСЧ,611.20,154.82,7
r_00000358,family_000016,u_000016,2026-W36,ТСЧ,588.86,64.38,7
r_00000359,family_000017,u_000017,2026-W25,ТСЧ,615.49,30.27,6
r_00000360,family_000017,u_000017,2026-W25,ТСЧ,719.12,72.66,7
r_00000361,family_000017,u_000017,2026-W25,ТСЧ,607.91,16.26,5
r_00000362,family_000017,u_000017,2026-W26,ТСЧ,492.26,15.87,11
r_00000363,family_000017,u_000017,2026-W26,ТСЧ,732.23,25.07,10
r_00000364,family_000017,u_000017,2026-W27,ТСЧ,620.80,40.55,9
r_00000365,family_000017,u_000017,2026-W27,ТСЧ,486.34,9.49,8
r_00000366,family_000017,u_000017,2026-W28,ТСЧ,305.12,15.41,5
